Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPRO')","('Close', 'SPRO')","('High', 'SPRO')","('Low', 'SPRO')","('Open', 'SPRO')","('Volume', 'SPRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.4700000286102295,1.5499999523162842,1.4450000524520874,1.5199999809265137,428800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.5,1.5,1.4600000381469729,1.4700000286102295,147500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.4700000286102295,1.4900000095367432,1.399999976158142,1.4700000286102295,174900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.4700000286102295,1.5,1.4220000505447388,1.4299999475479126,557600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.399999976158142,1.4600000381469729,1.350000023841858,1.409999966621399,155900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.409999966621399,1.4600000381469729,1.399999976158142,1.4600000381469729,119300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.4700000286102295,1.5099999904632568,1.440000057220459,1.4900000095367432,138500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.4700000286102295,1.4800000190734863,1.4299999475479126,1.4600000381469729,76300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.4800000190734863,1.5,1.4500000476837158,1.4500000476837158,63600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.4600000381469729,1.4900000095367432,1.4500000476837158,1.4600000381469729,131500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.4600000381469729,1.465000033378601,1.4199999570846558,1.440000057220459,86100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.440000057220459,1.440000057220459,1.399999976158142,1.409999966621399,108800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.399999976158142,1.4299999475479126,1.3799999952316284,1.3899999856948853,115500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.399999976158142,1.4500000476837158,1.3799999952316284,1.440000057220459,136600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.4299999475479126,1.5199999809265137,1.409999966621399,1.5049999952316284,290600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.5399999618530271,1.6100000143051147,1.5,1.5700000524520874,436500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.600000023841858,1.600000023841858,1.5099999904632568,1.559999942779541,157800.0,,,,,,,,,,
