Date,Open,High,Low,Close,Volume,"('Adj Close', 'DCOM')","('Close', 'DCOM')","('High', 'DCOM')","('Low', 'DCOM')","('Open', 'DCOM')","('Volume', 'DCOM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.68000030517578,27.479999542236328,26.68000030517578,27.049999237060547,107100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.799999237060547,26.799999237060547,25.770000457763672,25.799999237060547,170900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.88999938964844,26.200000762939453,25.57999992370605,25.940000534057617,186800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.799999237060547,26.399999618530277,25.799999237060547,26.040000915527344,268400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.8700008392334,26.36000061035156,25.790000915527344,26.100000381469727,113200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.6299991607666,25.790000915527344,25.350000381469727,25.61000061035156,176600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.459999084472656,25.739999771118164,25.100000381469727,25.700000762939453,130200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.3799991607666,25.729999542236328,24.920000076293945,25.700000762939453,160900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.989999771118164,26.09000015258789,25.36000061035156,25.520000457763672,299100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.809999465942383,25.06999969482422,24.3700008392334,24.399999618530277,172200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.86000061035156,24.3700008392334,23.86000061035156,24.299999237060547,147800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.200000762939453,24.399999618530277,23.8799991607666,24.040000915527344,181900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.31999969482422,24.71999931335449,23.770000457763672,24.57999992370605,221600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.8799991607666,25.690000534057617,24.8799991607666,25.670000076293945,291500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.8799991607666,25.899999618530277,24.96999931335449,25.3700008392334,155500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.739999771118164,25.989999771118164,25.15999984741211,25.26000022888184,197400.0,,,,,,,,,,
