Date,Open,High,Low,Close,Volume,"('Adj Close', 'BLUE')","('Close', 'BLUE')","('High', 'BLUE')","('Low', 'BLUE')","('Open', 'BLUE')","('Volume', 'BLUE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.399999618530277,30.600000381469727,27.200000762939453,29.399999618530277,814140.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.0,29.799999237060547,27.399999618530277,27.399999618530277,587905.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.799999237060547,29.799999237060547,27.399999618530277,29.0,604355.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,29.0,29.799999237060547,27.799999237060547,28.399999618530277,483900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.600000381469727,29.799999237060547,27.600000381469727,29.399999618530277,586030.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.600000381469727,28.799999237060547,27.0,27.399999618530277,431405.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.799999237060547,28.0,26.0,27.600000381469727,631380.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,27.799999237060547,28.0,26.799999237060547,27.600000381469727,438375.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.399999618530277,30.200000762939453,27.399999618530277,30.0,589410.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,29.799999237060547,30.200000762939453,28.200000762939453,28.600000381469727,391845.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.399999618530277,28.600000381469727,27.600000381469727,28.200000762939453,376895.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.200000762939453,29.399999618530277,27.600000381469727,27.799999237060547,381685.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.600000381469727,27.799999237060547,24.799999237060547,25.200000762939453,626595.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.399999618530277,26.600000381469727,25.0,25.399999618530277,307080.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.0,26.0,23.200000762939453,23.399999618530277,549905.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.200000762939453,23.399999618530277,21.200000762939453,21.399999618530277,655350.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.0,23.0,20.600000381469727,22.399999618530277,393685.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.200000762939453,23.0,21.200000762939453,21.200000762939453,402530.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.200000762939453,23.0,20.799999237060547,22.600000381469727,338090.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.799999237060547,22.799999237060547,21.200000762939453,21.200000762939453,272560.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.200000762939453,21.399999618530277,20.200000762939453,20.399999618530277,455215.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.600000381469727,20.600000381469727,19.399999618530277,20.0,535435.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.0,20.0,18.399999618530277,19.200000762939453,519620.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.0,19.399999618530277,17.600000381469727,18.200000762939453,580185.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,18.600000381469727,19.600000381469727,17.600000381469727,18.799999237060547,529460.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,18.799999237060547,19.200000762939453,18.0,18.799999237060547,610795.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,18.799999237060547,21.600000381469727,18.600000381469727,21.0,397410.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,21.0,21.600000381469727,20.399999618530277,20.600000381469727,246775.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,20.799999237060547,22.0,20.600000381469727,21.799999237060547,306465.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,21.0,21.200000762939453,19.600000381469727,19.600000381469727,424860.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.200000762939453,20.799999237060547,20.200000762939453,20.399999618530277,150000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,20.799999237060547,22.600000381469727,20.399999618530277,21.600000381469727,375225.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.399999618530277,21.600000381469727,20.0,20.399999618530277,355215.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,20.799999237060547,22.600000381469727,20.399999618530277,22.0,360895.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.600000381469727,22.799999237060547,21.0,21.799999237060547,220685.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,21.200000762939453,24.0,21.200000762939453,23.600000381469727,332360.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,24.399999618530277,26.399999618530277,23.399999618530277,25.0,572520.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,25.799999237060547,30.399999618530277,25.600000381469727,29.200000762939453,917970.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,30.399999618530277,38.400001525878906,29.399999618530277,35.0,1496830.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,36.0,37.400001525878906,32.599998474121094,33.599998474121094,734675.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,33.599998474121094,34.79999923706055,27.0,27.799999237060547,968930.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,28.0,33.400001525878906,28.0,31.399999618530277,582215.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,32.599998474121094,32.599998474121094,28.799999237060547,30.600000381469727,544370.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,28.600000381469727,30.200000762939453,27.600000381469727,27.799999237060547,415840.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,28.600000381469727,30.799999237060547,27.0,29.0,585595.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,29.399999618530277,30.200000762939453,28.0,29.0,320015.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,29.0,33.0,29.0,30.0,471580.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,32.20000076293945,33.20000076293945,27.399999618530277,27.799999237060547,634590.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,29.600000381469727,29.600000381469727,26.399999618530277,27.0,371565.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,26.600000381469727,29.200000762939453,26.600000381469727,27.799999237060547,302060.0,,,,,,,,,,
