Date,Open,High,Low,Close,Volume,"('Adj Close', 'FCX')","('Close', 'FCX')","('High', 'FCX')","('Low', 'FCX')","('Open', 'FCX')","('Volume', 'FCX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.959999084472656,42.540000915527344,41.7599983215332,42.09000015258789,9620900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.970001220703125,41.68999862670898,40.59000015258789,41.369998931884766,13723000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,41.119998931884766,41.58000183105469,40.720001220703125,41.54999923706055,11897500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,41.25,41.970001220703125,41.09999847412109,41.40999984741211,8420600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,41.27000045776367,42.25,41.02999877929688,42.20000076293945,9226300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.630001068115234,41.91999816894531,41.459999084472656,41.70000076293945,9119800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.54999923706055,41.650001525878906,41.130001068115234,41.29999923706055,8167500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.59000015258789,41.59000015258789,40.59999847412109,41.02999877929688,8279700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.34999847412109,41.77000045776367,40.7599983215332,40.93999862670898,7622000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.310001373291016,40.310001373291016,38.720001220703125,38.900001525878906,16524400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,38.0,38.31999969482422,37.59999847412109,38.2400016784668,11757200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.38999938964844,38.40999984741211,37.81999969482422,38.209999084472656,10158600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.18999862670898,38.81999969482422,37.77999877929688,38.77000045776367,13534200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.09000015258789,38.20000076293945,37.470001220703125,37.47999954223633,19429000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.150001525878906,38.720001220703125,37.81999969482422,38.16999816894531,18432900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,40.650001525878906,40.9900016784668,39.66999816894531,39.720001220703125,27944600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,39.970001220703125,40.130001068115234,38.7599983215332,39.43999862670898,15599800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,39.68000030517578,40.150001525878906,39.40999984741211,39.59000015258789,10135100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,39.7400016784668,40.290000915527344,39.0099983215332,40.22999954223633,8875500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.84999847412109,40.13999938964844,39.459999084472656,39.970001220703125,10859000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,40.15999984741211,40.810001373291016,39.650001525878906,39.68999862670898,16275400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.880001068115234,40.209999084472656,39.5099983215332,40.18000030517578,10854300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,39.52000045776367,40.2599983215332,38.88999938964844,40.09999847412109,14119700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,39.209999084472656,39.22999954223633,37.9900016784668,38.68000030517578,16202100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,39.02000045776367,40.220001220703125,38.93000030517578,40.16999816894531,13060700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,40.09999847412109,40.119998931884766,38.90999984741211,39.20000076293945,9705200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,38.84999847412109,38.900001525878906,37.88999938964844,38.119998931884766,13849300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,37.84000015258789,37.90999984741211,37.2599983215332,37.36000061035156,15822200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,37.47999954223633,37.970001220703125,37.310001373291016,37.68999862670898,12932600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,36.880001068115234,37.119998931884766,36.2599983215332,36.65999984741211,14272300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,36.88999938964844,37.25,36.54999923706055,37.20000076293945,9269200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,37.36000061035156,38.34999847412109,37.36000061035156,38.25,10171000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,39.09999847412109,39.75,38.79999923706055,38.83000183105469,12613500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,38.41999816894531,38.5099983215332,38.0,38.13999938964844,10516300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,38.470001220703125,39.0099983215332,38.400001525878906,38.86000061035156,11345400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,38.630001068115234,39.040000915527344,38.5099983215332,38.66999816894531,9548500.0,,,,,,,,,,
