Date,Open,High,Low,Close,Volume,"('Adj Close', 'DGX')","('Close', 'DGX')","('High', 'DGX')","('Low', 'DGX')","('Open', 'DGX')","('Volume', 'DGX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,138.1300048828125,143.6300048828125,138.1300048828125,140.82000732421875,1045400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,140.92999267578125,141.17999267578125,139.25,139.67999267578125,1039700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,139.91000366210938,140.85000610351562,139.5399932861328,140.55999755859375,880900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,140.9499969482422,142.38999938964844,139.77999877929688,141.97999572753906,930600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,141.9199981689453,142.08999633789062,139.60000610351562,141.60000610351562,852000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,142.0,142.9199981689453,140.97999572753906,142.11000061035156,668700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,142.7899932861328,142.7899932861328,135.25,137.10000610351562,2141300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,137.10000610351562,137.4199981689453,135.3000030517578,135.77000427246094,1145700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,135.60000610351562,136.24000549316406,133.83999633789062,135.3000030517578,1008700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,134.1199951171875,134.97999572753906,133.27999877929688,133.85000610351562,887000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,133.67999267578125,135.52000427246094,133.58999633789062,133.72000122070312,794400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,132.75999450683594,134.63999938964844,132.1699981689453,134.22999572753906,710000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,134.36000061035156,134.3800048828125,131.66000366210938,132.57000732421875,945200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,132.7100067138672,132.9600067138672,130.25,130.7100067138672,986200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,131.0399932861328,131.0399932861328,129.22999572753906,129.77999877929688,1194500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,129.8000030517578,130.58999633789062,127.66999816894533,127.76000213623048,1707300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,127.31999969482422,130.8800048828125,127.3000030517578,130.14999389648438,1853600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,131.0,131.77000427246094,129.75,130.44000244140625,966000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,129.89999389648438,129.9499969482422,128.8300018310547,129.33999633789062,911200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,129.61000061035156,129.85000610351562,128.42999267578125,128.8300018310547,896400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,129.4199981689453,129.9499969482422,128.1999969482422,128.42999267578125,1712900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,124.0500030517578,129.60000610351562,123.04000091552734,127.16999816894533,2505700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,126.45999908447266,127.12999725341795,123.81999969482422,125.0,1276600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,124.66999816894533,124.87999725341795,123.18000030517578,123.77999877929688,1380200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,124.0,126.80999755859376,123.7300033569336,126.26000213623048,1942700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,128.0,129.3699951171875,126.70999908447266,127.41999816894533,1194700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,126.75,127.22000122070312,125.20999908447266,126.54000091552734,1003400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,126.51000213623048,127.5999984741211,125.91999816894533,126.73999786376952,621300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,126.4800033569336,130.14999389648438,126.13999938964844,130.00999450683594,1011200.0,,,,,,,,,,
