Date,Open,High,Low,Close,Volume,"('Adj Close', 'USNA')","('Close', 'USNA')","('High', 'USNA')","('Low', 'USNA')","('Open', 'USNA')","('Volume', 'USNA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,53.52000045776367,54.810001373291016,53.52000045776367,54.45000076293945,48200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,54.0099983215332,54.45000076293945,51.84000015258789,52.060001373291016,91900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,51.900001525878906,51.95000076293945,51.38999938964844,51.47999954223633,58800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.06999969482422,51.290000915527344,50.20000076293945,50.61000061035156,67600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.38999938964844,51.13999938964844,50.09999847412109,51.02999877929688,109300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.59000015258789,51.40999984741211,50.380001068115234,50.5,54100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.400001525878906,51.18000030517578,50.18000030517578,51.04999923706055,44000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.790000915527344,51.0,49.81999969482422,50.72999954223633,64300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,51.40999984741211,51.40999984741211,50.040000915527344,50.52000045776367,52400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,50.150001525878906,50.150001525878906,48.84000015258789,48.880001068115234,56100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.290000915527344,48.810001373291016,47.52000045776367,47.83000183105469,56000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,47.95000076293945,48.060001373291016,47.459999084472656,47.52999877929688,70700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,47.86000061035156,47.86000061035156,46.84000015258789,47.470001220703125,53300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,47.59000015258789,48.68999862670898,47.59000015258789,48.38999938964844,70900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.9900016784668,49.20000076293945,47.84000015258789,48.09000015258789,58600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,48.5,48.5,47.63999938964844,47.70000076293945,47300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,48.47999954223633,49.0099983215332,48.310001373291016,48.81999969482422,58900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,49.36000061035156,49.5,48.400001525878906,48.54999923706055,60800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,48.470001220703125,48.7400016784668,48.0,48.11000061035156,72400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,47.810001373291016,48.18999862670898,47.619998931884766,47.720001220703125,88500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,47.7599983215332,48.02999877929688,46.720001220703125,46.81999969482422,64400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,47.040000915527344,48.47999954223633,46.88999938964844,48.43000030517578,93400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,47.77999877929688,48.27000045776367,47.220001220703125,47.22999954223633,47700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,47.0099983215332,47.36000061035156,46.41999816894531,46.43000030517578,63800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,46.56999969482422,48.16999816894531,46.52999877929688,47.79999923706055,128700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.09999847412109,52.09999847412109,48.900001525878906,49.709999084472656,101100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,49.54999923706055,50.93999862670898,49.54999923706055,50.84999847412109,80600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,50.720001220703125,51.150001525878906,50.02999877929688,50.88999938964844,55300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,50.81999969482422,52.75,50.81999969482422,52.36000061035156,66800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,51.11000061035156,51.16999816894531,48.75,49.06999969482422,100900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,49.709999084472656,49.709999084472656,48.34000015258789,49.060001373291016,63500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,48.56999969482422,50.06999969482422,48.56999969482422,49.66999816894531,81200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,49.29999923706055,50.4900016784668,49.18999862670898,49.400001525878906,69100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,48.7599983215332,49.68999862670898,48.7599983215332,48.97999954223633,50100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,48.65999984741211,49.650001525878906,48.65999984741211,49.29999923706055,51400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,48.7400016784668,49.2599983215332,48.33000183105469,48.38999938964844,58000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,48.18000030517578,49.0099983215332,48.0,48.77000045776367,51400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,48.470001220703125,49.16999816894531,48.09999847412109,48.5099983215332,44800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,48.650001525878906,48.869998931884766,48.130001068115234,48.130001068115234,45200.0,,,,,,,,,,
