Date,Open,High,Low,Close,Volume,"('Adj Close', 'DM')","('Close', 'DM')","('High', 'DM')","('Low', 'DM')","('Open', 'DM')","('Volume', 'DM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.460000038146973,7.71999979019165,7.260000228881836,7.329999923706055,153930.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.199999809265137,7.5,6.659999847412109,6.699999809265137,320790.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.699999809265137,6.840000152587891,6.420000076293945,6.460000038146973,313940.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.480000019073486,6.610000133514404,6.199999809265137,6.25,231650.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.400000095367432,7.800000190734863,6.119999885559082,7.610000133514404,808480.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.230000019073486,7.579999923706055,6.800000190734863,6.860000133514404,679460.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.869999885559082,6.869999885559082,6.309999942779541,6.610000133514404,271330.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.610000133514404,6.699999809265137,6.25,6.300000190734863,223470.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.400000095367432,6.679999828338623,6.199999809265137,6.199999809265137,243690.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.400000095367432,6.400000095367432,5.960000038146973,5.960000038146973,335740.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.0,6.0,5.699999809265137,5.869999885559082,282080.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.0,6.070000171661377,5.710000038146973,5.949999809265137,249340.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.199999809265137,6.920000076293945,5.849999904632568,6.900000095367432,853400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.78000020980835,7.179999828338623,6.71999979019165,7.010000228881836,255400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.0,7.389999866485596,7.0,7.340000152587891,399430.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.389999866485596,7.400000095367432,6.099999904632568,6.099999904632568,379180.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.349999904632568,6.5,6.199999809265137,6.380000114440918,153470.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.460000038146973,6.78000020980835,6.25,6.340000152587891,143610.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.340000152587891,6.46999979019165,6.119999885559082,6.28000020980835,178580.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.28000020980835,6.28000020980835,5.800000190734863,6.059999942779541,724130.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.150000095367432,6.610000133514404,5.920000076293945,6.489999771118164,920350.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.519999980926514,6.599999904632568,6.050000190734863,6.190000057220459,287030.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.010000228881836,6.300000190734863,5.949999809265137,6.190000057220459,177490.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.199999809265137,6.199999809265137,5.900000095367432,5.900000095367432,223830.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.989999771118164,6.25,5.900000095367432,6.130000114440918,151270.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.050000190734863,6.130000114440918,5.809999942779541,5.840000152587891,202400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.829999923706055,6.190000057220459,5.809999942779541,5.989999771118164,226070.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.079999923706055,6.199999809265137,5.900000095367432,5.980000019073486,168310.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.960000038146973,6.730000019073486,5.960000038146973,6.420000076293945,358050.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.199999809265137,6.21999979019165,5.809999942779541,5.820000171661377,230540.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.960000038146973,6.599999904632568,5.960000038146973,6.599999904632568,271470.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.429999828338623,6.599999904632568,6.099999904632568,6.139999866485596,255030.0,,,,,,,,,,
