Date,Open,High,Low,Close,Volume,"('Adj Close', 'OTIS')","('Close', 'OTIS')","('High', 'OTIS')","('Low', 'OTIS')","('Open', 'OTIS')","('Volume', 'OTIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,88.37999725341797,89.1500015258789,88.05999755859375,88.43000030517578,1660600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,88.1500015258789,88.37000274658203,87.47000122070312,87.6500015258789,2146300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,87.9800033569336,88.41999816894531,87.58000183105469,87.68000030517578,2128300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,87.48999786376953,88.06999969482422,87.2699966430664,87.51000213623047,1930600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,87.52999877929688,87.94000244140625,87.22000122070312,87.55999755859375,3187600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,87.01000213623047,87.19999694824219,86.41999816894531,86.9000015258789,2953900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,86.66999816894531,87.24500274658203,86.4800033569336,87.0,5041500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,87.0,87.13500213623047,85.72000122070312,86.12000274658203,3190300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,86.5199966430664,86.6780014038086,85.72000122070312,86.20999908447266,2387800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,85.80999755859375,86.80999755859375,85.63999938964844,86.66000366210938,1929100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,85.87999725341797,86.31999969482422,85.41999816894531,85.44999694824219,1864200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,85.61000061035156,87.08000183105469,85.61000061035156,86.97000122070312,2168600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,87.13999938964844,88.01000213623047,86.4000015258789,87.77999877929688,2025200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,88.0199966430664,88.61000061035156,87.86000061035156,87.94000244140625,1599700.0,,,,,,,,,,
