Date,Open,High,Low,Close,Volume,"('Adj Close', 'VC')","('Close', 'VC')","('High', 'VC')","('Low', 'VC')","('Open', 'VC')","('Volume', 'VC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,124.27999877929688,128.41000366210938,124.0,126.41999816894533,232100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,124.1500015258789,124.1500015258789,118.22000122070312,118.54000091552734,280800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,115.8000030517578,116.83999633789062,113.7699966430664,116.1999969482422,331600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,116.25,118.13999938964844,114.86000061035156,115.52999877929688,305300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,115.26000213623048,118.04000091552734,114.88999938964844,117.91000366210938,330000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,116.88999938964844,117.6999969482422,115.66999816894533,116.91000366210938,261400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,116.80999755859376,116.9800033569336,114.36000061035156,116.5,342500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,115.66999816894533,117.27999877929688,114.72000122070312,116.37999725341795,347100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,117.30999755859376,117.4800033569336,113.80999755859376,114.04000091552734,320700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,112.80999755859376,115.4800033569336,111.95999908447266,115.45999908447266,200300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,116.18000030517578,117.2699966430664,114.66999816894533,117.08000183105467,314900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,117.68000030517578,118.45999908447266,115.6500015258789,117.36000061035156,245600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,117.41999816894533,117.41999816894533,116.08999633789062,116.45999908447266,178800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,117.11000061035156,119.72000122070312,116.93000030517578,117.5199966430664,210400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,119.13999938964844,120.7699966430664,118.43000030517578,118.94000244140624,241500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,120.0,120.3000030517578,117.31999969482422,117.63999938964844,184900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,117.98999786376952,118.0,116.62999725341795,117.41000366210938,210600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,119.12999725341795,121.08999633789062,118.26000213623048,118.61000061035156,220500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,118.37999725341795,120.45999908447266,117.75,120.18000030517578,186400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,120.37999725341795,121.3499984741211,119.16999816894533,119.25,165100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,119.5500030517578,120.18000030517578,115.01000213623048,115.29000091552734,228900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,116.7300033569336,119.69000244140624,116.0999984741211,119.04000091552734,209600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,117.66999816894533,119.81999969482422,116.33000183105467,118.9000015258789,183400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,117.25,117.87000274658205,116.33000183105467,117.3499984741211,149400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,116.8000030517578,120.6999969482422,116.79000091552734,120.12999725341795,165500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,120.97000122070312,120.97000122070312,116.97000122070312,117.20999908447266,241100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,116.98999786376952,119.88999938964844,115.97000122070312,119.80999755859376,544300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,120.0,120.77999877929688,118.58999633789062,120.01000213623048,365200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,119.7300033569336,122.73999786376952,119.7300033569336,121.08999633789062,201200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,117.54000091552734,118.26000213623048,115.33000183105467,116.19000244140624,261600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,118.38999938964844,118.47000122070312,116.33999633789062,117.3499984741211,209200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,118.63999938964844,123.23999786376952,118.63999938964844,123.12999725341795,299400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,122.9800033569336,123.7300033569336,118.77999877929688,119.05999755859376,469600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,116.9000015258789,120.95999908447266,113.62000274658205,117.54000091552734,481600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,116.44000244140624,117.77999877929688,115.2300033569336,116.70999908447266,378800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,115.91000366210938,117.44000244140624,115.01000213623048,116.23999786376952,301100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,116.69000244140624,116.87000274658205,114.8000030517578,115.02999877929688,280000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,114.80999755859376,115.9499969482422,113.43000030517578,114.9000015258789,267400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,116.66999816894533,117.4800033569336,114.6999969482422,115.16000366210938,232100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,113.62000274658205,114.12000274658205,112.45999908447266,112.5500030517578,292100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,114.58999633789062,116.19000244140624,112.16999816894533,113.12000274658205,380100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,113.93000030517578,114.63999938964844,111.94000244140624,112.4800033569336,308600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,112.7699966430664,113.0999984741211,110.61000061035156,112.05999755859376,232300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,111.11000061035156,117.9000015258789,111.11000061035156,117.05999755859376,386100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,118.6500015258789,118.6500015258789,115.6999969482422,115.97000122070312,215500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,116.0500030517578,118.05999755859376,116.0500030517578,117.26000213623048,267000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,119.2300033569336,121.4499969482422,116.87999725341795,117.0,304300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,116.95999908447266,118.4499969482422,115.98999786376952,116.26000213623048,182100.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,116.93000030517578,119.27999877929688,116.0,117.02999877929688,319500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,116.0,119.2300033569336,116.0,117.83000183105467,285700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,117.0999984741211,117.45999908447266,112.08999633789062,113.45999908447266,263000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,113.36000061035156,115.87000274658205,112.18000030517578,112.8499984741211,441800.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,114.52999877929688,115.08000183105467,112.3000030517578,113.87999725341795,306800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,114.1999969482422,114.77999877929688,112.73999786376952,113.1999969482422,266700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,112.52999877929688,115.4800033569336,112.52999877929688,114.8499984741211,207100.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,115.04000091552734,115.86000061035156,114.0,115.1500015258789,329100.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,114.81999969482422,115.73999786376952,113.52999877929688,113.7699966430664,260600.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,113.58000183105467,115.83000183105467,113.33000183105467,113.4499969482422,205400.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,114.12999725341795,114.5999984741211,112.62999725341795,112.97000122070312,237700.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,113.76000213623048,117.2300033569336,113.1500015258789,117.13999938964844,314600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,117.76000213623048,118.93000030517578,116.9000015258789,117.61000061035156,248300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,117.79000091552734,119.16000366210938,115.5500030517578,117.29000091552734,280100.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,116.45999908447266,116.91000366210938,112.62999725341795,115.0999984741211,258700.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,113.98999786376952,115.58000183105467,113.68000030517578,114.62999725341795,181200.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,115.83000183105467,115.95999908447266,110.77999877929688,111.0,233500.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,110.5,111.1999969482422,109.08999633789062,109.91000366210938,389500.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,110.72000122070312,112.7699966430664,110.72000122070312,112.2699966430664,340800.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,112.8000030517578,114.5199966430664,112.02999877929688,114.06999969482422,284000.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,114.8000030517578,114.8000030517578,110.2300033569336,113.5199966430664,367300.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,114.51000213623048,114.51000213623048,111.44000244140624,113.6500015258789,276200.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,112.48999786376952,112.5,108.8000030517578,108.87000274658205,223500.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,109.6999969482422,110.5,108.16999816894533,108.70999908447266,227200.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,108.25,108.63999938964844,106.87000274658205,107.5,267400.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,108.69000244140624,108.87000274658205,106.62999725341795,106.83000183105467,220500.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,107.47000122070312,110.5999984741211,105.76000213623048,107.69000244140624,277100.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,107.06999969482422,108.52999877929688,107.06999969482422,108.16000366210938,282600.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,108.3000030517578,108.87000274658205,107.05999755859376,108.0,342600.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,108.5,110.52999877929688,108.26000213623048,109.80999755859376,381800.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,108.98999786376952,111.86000061035156,108.98999786376952,111.13999938964844,340800.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,110.75,110.9800033569336,105.19000244140624,109.66000366210938,793600.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,110.9499969482422,114.31999969482422,110.9499969482422,112.19000244140624,439400.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,111.98999786376952,114.54000091552734,111.05999755859376,112.80999755859376,312600.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,111.61000061035156,112.0199966430664,110.06999969482422,110.62999725341795,344800.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,110.62999725341795,114.1999969482422,110.62999725341795,112.3000030517578,406000.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,114.18000030517578,115.41999816894533,113.33000183105467,115.29000091552734,326900.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,116.58000183105467,117.62999725341795,113.37999725341795,114.72000122070312,249200.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,115.2300033569336,116.66000366210938,114.58999633789062,115.2300033569336,310200.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,115.7300033569336,117.4499969482422,115.25,116.12000274658205,224600.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,114.4000015258789,116.54000091552734,114.4000015258789,116.5199966430664,259900.0,,,,,,,,,,
2024-05-08 20:00:00-04:00,116.58000183105467,117.47000122070312,115.08999633789062,115.47000122070312,157000.0,,,,,,,,,,
2024-05-09 20:00:00-04:00,116.01000213623048,116.01000213623048,113.45999908447266,114.44000244140624,172400.0,,,,,,,,,,
2024-05-12 20:00:00-04:00,115.25,116.66999816894533,114.1500015258789,115.04000091552734,208800.0,,,,,,,,,,
2024-05-13 20:00:00-04:00,116.97000122070312,117.33000183105467,115.52999877929688,116.91000366210938,185200.0,,,,,,,,,,
2024-05-14 20:00:00-04:00,117.91999816894533,117.91999816894533,114.66000366210938,116.72000122070312,178200.0,,,,,,,,,,
2024-05-15 20:00:00-04:00,116.37000274658205,116.75,115.37999725341795,115.77999877929688,134500.0,,,,,,,,,,
2024-05-16 20:00:00-04:00,115.87000274658205,115.87000274658205,113.88999938964844,114.19000244140624,147300.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,113.80999755859376,115.16000366210938,113.22000122070312,113.37000274658205,126900.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,112.5500030517578,113.1999969482422,111.68000030517578,112.48999786376952,149800.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,111.83999633789062,112.55999755859376,111.36000061035156,112.05999755859376,112700.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,111.83999633789062,111.83999633789062,108.25,108.8000030517578,197900.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,109.37000274658205,110.30999755859376,108.87999725341795,109.8499984741211,166200.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,110.43000030517578,110.51000213623048,108.66999816894533,109.29000091552734,144400.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,107.55999755859376,108.52999877929688,107.4800033569336,107.72000122070312,138600.0,,,,,,,,,,
