Date,Open,High,Low,Close,Volume,"('Adj Close', 'FDS')","('Close', 'FDS')","('High', 'FDS')","('Low', 'FDS')","('Open', 'FDS')","('Volume', 'FDS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,464.1199951171875,471.739990234375,450.5,462.739990234375,301500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,462.4299926757813,463.3900146484375,454.1400146484375,454.7200012207031,244000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,453.5299987792969,460.6400146484375,451.9599914550781,458.1600036621094,163100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,458.25,460.0,454.989990234375,456.5799865722656,182700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,459.260009765625,460.0799865722656,454.260009765625,458.760009765625,183600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,456.489990234375,460.0899963378906,454.2799987792969,454.510009765625,152200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,455.5899963378906,463.25,454.8399963378906,462.7699890136719,233700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,463.9700012207031,465.4500122070313,459.2200012207031,464.9599914550781,214200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,467.6499938964844,469.2200012207031,463.0700073242188,466.55999755859375,147200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,465.0,465.8399963378906,460.1400146484375,462.2300109863281,176900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,461.1199951171875,465.4700012207031,458.2900085449219,458.4200134277344,136900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,460.489990234375,462.4599914550781,458.0799865722656,461.1799926757813,148000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,463.5299987792969,465.05999755859375,459.4400024414063,463.4500122070313,204600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,464.1199951171875,468.80999755859375,463.7799987792969,467.7699890136719,166500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,468.7099914550781,471.6600036621094,468.0299987792969,470.9100036621094,163400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,472.55999755859375,473.6900024414063,469.8500061035156,470.8500061035156,155800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,469.0,473.9100036621094,465.2699890136719,471.0799865722656,180800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,472.2300109863281,472.9200134277344,469.5799865722656,470.6700134277344,129000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,468.4299926757813,472.7999877929688,465.6700134277344,472.7000122070313,167700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,472.5899963378906,479.7000122070313,472.5899963378906,479.239990234375,136000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,480.0,482.510009765625,474.5899963378906,475.9200134277344,254300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,476.0199890136719,484.5700073242188,474.260009765625,484.5700073242188,174600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,480.1900024414063,487.7900085449219,479.4400024414063,486.7699890136719,210700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,484.2099914550781,485.9100036621094,476.260009765625,477.3999938964844,205000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,477.7799987792969,480.2900085449219,474.80999755859375,477.4100036621094,180900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,480.0,483.9100036621094,477.4800109863281,483.05999755859375,165000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,482.260009765625,482.260009765625,468.1400146484375,470.05999755859375,231300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,469.9700012207031,477.6499938964844,469.9700012207031,477.5899963378906,196900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,477.239990234375,477.739990234375,468.8800048828125,471.2200012207031,238100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,465.9100036621094,466.760009765625,458.6600036621094,463.3299865722656,286500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,465.2300109863281,468.0199890136719,456.9299926757813,461.7799987792969,252500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,464.4299926757813,466.7200012207031,460.1300048828125,464.0199890136719,238500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,463.55999755859375,465.6700134277344,456.3299865722656,458.4200134277344,455500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,457.3699951171875,458.4299926757813,451.80999755859375,456.8599853515625,184400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,457.239990234375,457.239990234375,451.7200012207031,453.3500061035156,187500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,457.1799926757813,460.7900085449219,454.6499938964844,458.8699951171875,192000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,460.1799926757813,464.260009765625,460.0199890136719,463.4700012207031,144300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,462.989990234375,465.0199890136719,458.7999877929688,459.0700073242188,142900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,459.0,461.8399963378906,456.8500061035156,461.5400085449219,183100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,460.2000122070313,466.4599914550781,460.2000122070313,465.989990234375,201800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,466.8200073242188,468.0,460.0499877929688,462.5799865722656,327400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,461.5499877929688,462.9500122070313,457.0400085449219,461.3200073242188,236100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,461.4800109863281,468.25,461.4800109863281,464.9800109863281,189400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,462.6700134277344,466.7799987792969,461.8900146484375,464.3299865722656,260900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,464.3200073242188,465.2099914550781,459.0,464.9500122070313,167400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,467.6900024414063,469.9299926757813,464.8800048828125,467.260009765625,155400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,468.0799865722656,470.9100036621094,464.5400085449219,466.1199951171875,152100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,467.8699951171875,477.3699951171875,465.6199951171875,476.8500061035156,219900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,477.1499938964844,484.489990234375,474.9800109863281,480.2000122070313,224800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,480.3699951171875,486.7300109863281,478.4599914550781,481.6199951171875,227500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,481.0,483.510009765625,474.5199890136719,478.8800048828125,225700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,472.9500122070313,478.6499938964844,472.9400024414063,475.9599914550781,286000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,477.760009765625,482.30999755859375,475.9800109863281,477.6600036621094,222900.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,479.8200073242188,486.0899963378906,479.75,481.8699951171875,289400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,483.0,488.6400146484375,481.1600036621094,487.8999938964844,418400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,474.260009765625,479.0,449.05999755859375,450.6600036621094,903400.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,448.010009765625,450.6400146484375,440.9500122070313,447.4599914550781,456100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,447.8599853515625,447.8599853515625,436.25,444.7300109863281,359700.0,,,,,,,,,,
