Date,Open,High,Low,Close,Volume,"('Adj Close', 'TTC')","('Close', 'TTC')","('High', 'TTC')","('Low', 'TTC')","('Open', 'TTC')","('Volume', 'TTC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,94.94000244140624,96.38999938964844,93.73999786376952,94.26000213623048,827300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.69000244140624,92.69000244140624,90.66999816894533,90.69000244140624,1055600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,90.45999908447266,91.52999877929688,90.33999633789062,91.3499984741211,611200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,90.6500015258789,92.31999969482422,90.4800033569336,91.36000061035156,617800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,91.01000213623048,91.5199966430664,90.36000061035156,91.4800033569336,536600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,90.93000030517578,91.62999725341795,90.5,91.2300033569336,470300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,90.91000366210938,91.13999938964844,90.25,90.87999725341795,436600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,91.25,91.4499969482422,89.37000274658203,89.43000030517578,529800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,89.9800033569336,90.62000274658205,89.25,89.55000305175781,456400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,89.0199966430664,90.0999984741211,88.81999969482422,90.05000305175781,445700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,88.9800033569336,90.6500015258789,88.95999908447266,90.56999969482422,703700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,91.18000030517578,92.56999969482422,91.02999877929688,92.27999877929688,741700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,92.41000366210938,92.87000274658205,91.52999877929688,92.80999755859376,691800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,93.1999969482422,94.8000030517578,92.86000061035156,94.52999877929688,831200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,95.0,95.11000061035156,93.11000061035156,93.72000122070312,967000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.29000091552734,94.8499984741211,93.25,93.54000091552734,1547400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,94.73999786376952,96.16000366210938,93.66000366210938,93.7699966430664,1041400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,94.37999725341795,94.81999969482422,93.76000213623048,93.95999908447266,601700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,93.77999877929688,94.26000213623048,93.22000122070312,93.93000030517578,673300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,93.25,94.98999786376952,93.19000244140624,93.9499969482422,591200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,94.0,94.12000274658205,91.83000183105467,92.4800033569336,3738900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,93.06999969482422,93.72000122070312,91.02999877929688,93.70999908447266,449400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,92.8499984741211,94.33000183105467,91.6500015258789,93.94000244140624,404300.0,,,,,,,,,,
