Date,Open,High,Low,Close,Volume,"('Adj Close', 'SFST')","('Close', 'SFST')","('High', 'SFST')","('Low', 'SFST')","('Open', 'SFST')","('Volume', 'SFST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.95000076293945,37.13999938964844,35.97999954223633,36.81999969482422,24100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,37.040000915527344,38.47999954223633,36.459999084472656,36.790000915527344,78300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,37.0,37.52999877929688,36.93999862670898,37.0099983215332,27700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.43000030517578,37.900001525878906,36.43000030517578,37.540000915527344,72700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.540000915527344,38.16999816894531,37.220001220703125,38.0,17000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.77000045776367,37.9900016784668,37.119998931884766,37.77999877929688,15600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.959999084472656,38.43999862670898,37.380001068115234,37.83000183105469,12700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.54999923706055,37.75,36.7400016784668,37.29999923706055,24500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.54999923706055,37.58000183105469,36.70000076293945,36.70000076293945,15400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.70000076293945,37.470001220703125,36.70000076293945,37.11000061035156,17800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.68999862670898,37.5099983215332,36.31999969482422,36.31999969482422,25300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.70000076293945,36.70000076293945,35.66999816894531,35.93000030517578,28000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.869998931884766,36.869998931884766,35.939998626708984,36.5,42700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.95000076293945,38.209999084472656,36.93000030517578,38.209999084472656,20000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.630001068115234,38.630001068115234,37.630001068115234,37.7400016784668,20500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.0,38.7400016784668,37.7599983215332,38.459999084472656,63100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.84000015258789,39.36000061035156,38.02999877929688,38.650001525878906,61900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,38.880001068115234,39.08000183105469,38.09999847412109,38.4900016784668,20100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.33000183105469,38.709999084472656,38.33000183105469,38.709999084472656,13300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,38.25,39.20000076293945,38.25,38.650001525878906,8300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,38.36000061035156,38.77999877929688,37.4900016784668,37.4900016784668,39800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,37.38999938964844,37.459999084472656,35.22999954223633,36.970001220703125,20700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,36.43000030517578,36.43000030517578,35.400001525878906,35.560001373291016,37300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.31999969482422,35.41999816894531,34.41999816894531,34.41999816894531,20400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,34.18000030517578,34.7599983215332,33.0,33.38999938964844,19100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.38999938964844,33.66999816894531,32.599998474121094,33.290000915527344,26000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.68000030517578,33.70000076293945,33.400001525878906,33.66999816894531,12900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,33.84000015258789,34.20000076293945,33.689998626708984,33.9900016784668,23600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,33.95000076293945,35.29999923706055,33.95000076293945,34.83000183105469,26700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,34.220001220703125,34.220001220703125,32.79999923706055,32.970001220703125,27800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,33.400001525878906,34.0099983215332,32.83000183105469,33.599998474121094,23600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,34.349998474121094,35.41999816894531,33.25,34.939998626708984,17600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,34.7400016784668,34.7400016784668,33.959999084472656,33.9900016784668,10400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,33.65999984741211,34.29999923706055,33.65999984741211,34.22999954223633,9100.0,,,,,,,,,,
