Date,Open,High,Low,Close,Volume,"('Adj Close', 'EYEN')","('Close', 'EYEN')","('High', 'EYEN')","('Low', 'EYEN')","('Open', 'EYEN')","('Volume', 'EYEN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.0899999141693115,2.0999999046325684,1.899999976158142,1.9299999475479128,359700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.899999976158142,1.9600000381469729,1.8200000524520876,1.870000004768372,351100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.850000023841858,1.909999966621399,1.8200000524520876,1.8600000143051147,320900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.850000023841858,1.940000057220459,1.8200000524520876,1.870000004768372,234800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.870000004768372,2.039999961853028,1.840000033378601,2.0,370400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.009999990463257,2.049999952316284,1.9299999475479128,1.9700000286102293,371400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.9600000381469729,1.9900000095367432,1.909999966621399,1.9299999475479128,187300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.899999976158142,1.9299999475479128,1.7899999618530271,1.815000057220459,369800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.809999942779541,1.8350000381469729,1.7200000286102295,1.7300000190734863,259400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.7400000095367432,1.7400000095367432,1.559999942779541,1.600000023841858,645400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.6299999952316284,1.6299999952316284,1.409999966621399,1.5499999523162842,362500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.5499999523162842,1.6100000143051147,1.5110000371932983,1.590000033378601,232700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.6100000143051147,1.6100000143051147,1.4700000286102295,1.5399999618530271,666200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.559999942779541,1.6990000009536743,1.559999942779541,1.6299999952316284,294300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.6799999475479126,1.690000057220459,1.590000033378601,1.649999976158142,229200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.6200000047683716,1.6799999475479126,1.5499999523162842,1.559999942779541,386200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.5700000524520874,1.6200000047683716,1.5499999523162842,1.5800000429153442,304000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.600000023841858,1.6649999618530271,1.5399999618530271,1.6100000143051147,362300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.659999966621399,2.0899999141693115,1.649999976158142,1.9900000095367432,1799900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.0,2.049999952316284,1.8200000524520876,1.919999957084656,519100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.940000057220459,1.9670000076293943,1.809999942779541,1.8200000524520876,466000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.850000023841858,1.919999957084656,1.774999976158142,1.899999976158142,470900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.899999976158142,1.899999976158142,1.7799999713897705,1.809999942779541,341500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.7000000476837158,1.75,276400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.7599999904632568,1.8200000524520876,1.7400000095367432,1.7899999618530271,422700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.7899999618530271,1.8600000143051147,1.75,1.7649999856948853,299700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.7899999618530271,1.8200000524520876,1.75,1.774999976158142,252400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.7799999713897705,1.899999976158142,1.7799999713897705,1.830000042915344,459700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.850000023841858,1.950000047683716,1.830000042915344,1.909999966621399,802100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.940000057220459,1.940000057220459,1.7710000276565552,1.7999999523162842,670300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.809999942779541,1.850000023841858,1.7300000190734863,1.7799999713897705,433300.0,,,,,,,,,,
