Date,Open,High,Low,Close,Volume,"('Adj Close', 'CVM')","('Close', 'CVM')","('High', 'CVM')","('Low', 'CVM')","('Open', 'CVM')","('Volume', 'CVM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.819999933242798,2.869999885559082,2.650000095367432,2.690000057220459,225400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.680000066757202,2.680000066757202,2.549999952316284,2.619999885559082,313800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.619999885559082,2.6600000858306885,2.359999895095825,2.4100000858306885,705600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.4200000762939453,2.440000057220459,2.3299999237060547,2.3499999046325684,391000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.3499999046325684,2.4600000381469727,2.3399999141693115,2.450000047683716,153600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.430000066757202,2.549999952316284,2.3499999046325684,2.470000028610229,185800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.470000028610229,2.5,2.430000066757202,2.440000057220459,95400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.440000057220459,2.4800000190734863,2.3399999141693115,2.4600000381469727,113100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.4800000190734863,2.5899999141693115,2.4200000762939453,2.5799999237060547,231500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.549999952316284,2.5799999237060547,2.4800000190734863,2.509999990463257,92100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.450000047683716,2.470000028610229,2.390000104904175,2.430000066757202,140800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.470000028610229,2.470000028610229,2.3299999237060547,2.390000104904175,200900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.369999885559082,2.4800000190734863,2.3499999046325684,2.430000066757202,125300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.470000028610229,2.5799999237060547,2.450000047683716,2.4800000190734863,237600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.5,2.7100000381469727,2.5,2.650000095367432,272500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.7100000381469727,2.7300000190734863,2.619999885559082,2.650000095367432,139900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.640000104904175,2.759999990463257,2.5799999237060547,2.680000066757202,158000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.759999990463257,2.940000057220459,2.680000066757202,2.880000114440918,335800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.8299999237060547,2.9200000762939453,2.789999961853028,2.8499999046325684,183900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.8499999046325684,2.890000104904175,2.75,2.8499999046325684,127900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.900000095367432,3.0799999237060547,2.819999933242798,2.869999885559082,646500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.9200000762939453,2.9200000762939453,2.7300000190734863,2.740000009536743,172600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.7100000381469727,2.8499999046325684,2.650000095367432,2.819999933242798,207300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.799999952316284,2.9800000190734863,2.799999952316284,2.9200000762939453,270900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.930000066757202,3.0799999237060547,2.900000095367432,3.0799999237060547,334700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.0,3.049999952316284,2.8299999237060547,2.859999895095825,204200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.869999885559082,2.900000095367432,2.7699999809265137,2.8499999046325684,143300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.3499999046325684,2.5799999237060547,2.3299999237060547,2.4600000381469727,1345300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.470000028610229,2.470000028610229,2.3399999141693115,2.359999895095825,404800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.390000104904175,2.390000104904175,2.2799999713897705,2.289999961853028,445400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.299999952316284,2.380000114440918,2.299999952316284,2.380000114440918,278900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.380000114440918,2.4200000762939453,2.309999942779541,2.359999895095825,341500.0,,,,,,,,,,
