Date,Open,High,Low,Close,Volume,"('Adj Close', 'NVRO')","('Close', 'NVRO')","('High', 'NVRO')","('Low', 'NVRO')","('Open', 'NVRO')","('Volume', 'NVRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.190000534057617,21.73500061035156,20.649999618530277,20.76000022888184,331000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.440000534057617,20.440000534057617,19.125,19.13999938964844,500500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.15999984741211,19.540000915527344,18.920000076293945,19.38999938964844,360800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.15999984741211,19.71999931335449,18.850000381469727,19.36000061035156,376000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.420000076293945,20.569000244140625,19.31999969482422,20.3799991607666,386000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.75,21.65999984741211,20.405000686645508,20.780000686645508,582900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.600000381469727,21.0,19.989999771118164,20.309999465942383,698400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.26000022888184,20.40999984741211,18.6200008392334,18.71999931335449,696200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.010000228881836,18.940000534057617,17.809999465942383,18.399999618530277,1183800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.26000022888184,19.209999084472656,17.979999542236328,18.299999237060547,1238300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.959999084472656,18.530000686645508,17.770000457763672,18.399999618530277,511600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.6200008392334,18.625,18.040000915527344,18.13999938964844,308200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.200000762939453,18.6200008392334,17.799999237060547,18.61000061035156,441500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.559999465942383,19.36000061035156,18.299999237060547,19.01000022888184,528000.0,,,,,,,,,,
