Date,Open,High,Low,Close,Volume,"('Adj Close', 'GBCI')","('Close', 'GBCI')","('High', 'GBCI')","('Low', 'GBCI')","('Open', 'GBCI')","('Volume', 'GBCI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.90999984741211,42.470001220703125,40.77000045776367,41.88999938964844,712500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,41.34000015258789,41.34000015258789,39.72999954223633,39.77999877929688,955000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.91999816894531,40.59000015258789,39.91999816894531,40.18999862670898,556400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.709999084472656,40.9900016784668,39.709999084472656,40.2599983215332,427000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.220001220703125,40.63999938964844,39.84999847412109,40.59999847412109,410600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.90999984741211,40.209999084472656,39.52999877929688,39.91999816894531,428900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.619998931884766,40.630001068115234,39.43999862670898,40.59999847412109,567400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.15999984741211,40.380001068115234,39.27000045776367,40.31999969482422,667500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.79999923706055,41.04999923706055,39.52000045776367,39.88999938964844,418400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.34999847412109,39.93000030517578,39.15999984741211,39.34000015258789,538500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,38.36000061035156,39.56999969482422,38.13999938964844,39.34999847412109,518400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.52999877929688,40.04999923706055,39.34999847412109,39.59999847412109,556300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.81999969482422,41.040000915527344,39.150001525878906,41.02999877929688,587000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,41.40999984741211,41.95000076293945,40.83000183105469,41.709999084472656,864100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.0,42.130001068115234,40.43000030517578,41.470001220703125,1225100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.93999862670898,42.25,40.36000061035156,40.52999877929688,1027200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.06999969482422,41.130001068115234,38.54999923706055,38.68999862670898,1497100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,40.58000183105469,42.75,39.650001525878906,41.91999816894531,1595300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.650001525878906,42.59999847412109,40.40999984741211,40.9900016784668,1424700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,40.9900016784668,41.470001220703125,40.91999816894531,41.060001373291016,1547800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,40.13999938964844,40.369998931884766,38.54999923706055,38.65999984741211,1214300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,38.7400016784668,39.11000061035156,36.630001068115234,38.2599983215332,2115500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,37.2400016784668,37.83000183105469,36.83000183105469,37.47999954223633,1056200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,36.970001220703125,37.220001220703125,35.86000061035156,36.869998931884766,908000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,36.75,37.29999923706055,36.459999084472656,36.91999816894531,726500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,37.11000061035156,37.34000015258789,36.119998931884766,36.900001525878906,684400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.810001373291016,37.59999847412109,36.4900016784668,36.7400016784668,842800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,36.83000183105469,36.9900016784668,36.02999877929688,36.720001220703125,969400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,36.7599983215332,37.84000015258789,36.7599983215332,37.380001068115234,1059600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,35.880001068115234,36.209999084472656,34.7400016784668,35.29999923706055,1242300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.900001525878906,36.369998931884766,34.9900016784668,35.84000015258789,1079100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,36.15999984741211,38.810001373291016,36.15999984741211,38.5,887700.0,,,,,,,,,,
