Date,Open,High,Low,Close,Volume,"('Adj Close', 'CSPI')","('Close', 'CSPI')","('High', 'CSPI')","('Low', 'CSPI')","('Open', 'CSPI')","('Volume', 'CSPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.984999656677246,10.244999885559082,9.55500030517578,10.244999885559082,40800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.244999885559082,10.744999885559082,9.954999923706056,10.270000457763672,78400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.234999656677246,10.234999656677246,9.399999618530272,9.420000076293944,29000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.420000076293944,9.420000076293944,9.06999969482422,9.100000381469728,45400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.06999969482422,9.65999984741211,9.06999969482422,9.454999923706056,18200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.510000228881836,9.670000076293944,9.359999656677246,9.494999885559082,16200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.4399995803833,9.975000381469728,9.4399995803833,9.649999618530272,23000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.649999618530272,10.220000267028809,9.53499984741211,9.949999809265137,181200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.989999771118164,11.19499969482422,9.904999732971191,10.414999961853027,79200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.395000457763672,10.725000381469728,10.039999961853027,10.625,73200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.3149995803833,10.774999618530272,10.3149995803833,10.774999618530272,10000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.625,11.024999618530272,10.5,10.75,69600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.899999618530272,11.375,10.645000457763672,11.30500030517578,54000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.404999732971191,12.119999885559082,10.904999732971191,11.69499969482422,235600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.779999732971191,13.0,11.68000030517578,12.4399995803833,199000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.864999771118164,13.5,11.75,11.970000267028809,260600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.4350004196167,12.4350004196167,11.789999961853027,12.095000267028809,60200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.100000381469728,12.550000190734863,11.904999732971191,12.354999542236328,43600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.84000015258789,12.9399995803833,11.539999961853027,11.649999618530272,34000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,11.59000015258789,12.350000381469728,11.59000015258789,11.9399995803833,62200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.914999961853027,12.359999656677246,11.875,11.949999809265137,74200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,12.220000267028809,12.994999885559082,12.154999732971191,12.505000114440918,62800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.4350004196167,12.5,11.449999809265137,11.5,69800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.75,11.75,10.600000381469728,10.649999618530272,48600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,10.364999771118164,11.1899995803833,10.05500030517578,10.899999618530272,174400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,10.765000343322754,11.585000038146973,10.765000343322754,11.114999771118164,19000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.390000343322754,11.875,11.300000190734863,11.505000114440918,12400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.375,12.34000015258789,11.375,12.21500015258789,14400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,13.074999809265137,14.895000457763672,12.875,14.654999732971191,384600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,14.984999656677246,15.75,14.225000381469728,14.364999771118164,209000.0,,,,,,,,,,
