Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALTG')","('Close', 'ALTG')","('High', 'ALTG')","('Low', 'ALTG')","('Open', 'ALTG')","('Volume', 'ALTG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,12.279999732971191,12.520000457763672,12.1850004196167,12.210000038146973,250200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,12.109999656677246,12.119999885559082,11.729999542236328,11.789999961853027,317400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.90999984741211,11.940999984741213,11.755000114440918,11.829999923706056,235400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.760000228881836,11.899999618530272,11.630000114440918,11.729999542236328,342100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.729999542236328,12.130000114440918,11.649999618530272,12.119999885559082,251200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.100000381469728,12.100000381469728,11.710000038146973,11.859999656677246,235700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.859999656677246,12.020000457763672,11.56999969482422,11.899999618530272,245500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.539999961853027,11.739999771118164,11.300000190734863,11.56999969482422,298100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.8100004196167,11.829999923706056,11.130000114440918,11.1899995803833,172800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.0,11.109999656677246,10.859999656677246,11.050000190734863,206000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.859999656677246,10.979999542236328,10.720000267028809,10.829999923706056,187900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.880000114440918,10.899999618530272,10.40999984741211,10.720000267028809,172000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.8100004196167,10.90999984741211,10.399999618530272,10.8100004196167,167600.0,,,,,,,,,,
