Date,Open,High,Low,Close,Volume,"('Adj Close', 'CMPR')","('Close', 'CMPR')","('High', 'CMPR')","('Low', 'CMPR')","('Open', 'CMPR')","('Volume', 'CMPR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,79.25,80.16000366210938,77.08999633789062,78.06999969482422,113500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,76.91000366210938,76.91000366210938,69.2300033569336,74.27999877929688,109900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,74.47000122070312,75.56999969482422,73.41999816894531,73.5999984741211,82600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,72.80999755859375,73.36000061035156,71.87000274658203,72.23999786376953,102400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,72.66000366210938,73.94000244140625,72.2300033569336,73.70999908447266,66200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,72.2300033569336,74.19000244140625,71.73999786376953,73.9800033569336,117600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,73.66000366210938,75.69000244140625,73.66000366210938,74.45999908447266,100500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,74.26000213623047,74.9000015258789,72.87999725341797,74.66999816894531,74800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,75.83999633789062,76.0199966430664,73.36000061035156,73.44000244140625,105500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,72.58000183105469,72.58000183105469,70.58999633789062,71.44000244140625,101300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,69.83999633789062,71.8499984741211,68.9000015258789,71.05999755859375,121200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,71.27999877929688,72.55000305175781,70.66999816894531,72.5199966430664,92200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,73.08999633789062,73.12999725341797,70.52999877929688,73.02999877929688,70600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,74.23999786376953,75.19000244140625,67.7699966430664,74.62999725341797,73300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,75.62999725341797,75.87000274658203,73.9800033569336,74.94999694824219,72500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,76.29000091552734,76.29000091552734,73.79000091552734,73.94999694824219,54400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,75.26000213623047,76.16999816894531,74.72000122070312,75.66999816894531,70400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,76.30000305175781,76.70999908447266,75.33000183105469,75.5999984741211,61800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,76.0,79.18000030517578,75.7699966430664,79.16999816894531,77300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,78.30000305175781,79.19999694824219,77.6500015258789,78.08999633789062,64400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,78.25,78.48999786376953,75.0199966430664,75.22000122070312,77200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,89.80000305175781,99.0,86.61000061035156,91.52999877929688,618600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,91.62999725341795,92.68000030517578,85.9800033569336,91.36000061035156,236600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,87.5,92.8499984741211,86.45999908447266,90.05999755859375,241600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,84.6500015258789,86.75,83.45999908447266,84.08999633789062,307300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,84.52999877929688,85.5,83.33000183105469,84.58999633789062,182300.0,,,,,,,,,,
