Date,Open,High,Low,Close,Volume,"('Adj Close', 'TR')","('Close', 'TR')","('High', 'TR')","('Low', 'TR')","('Open', 'TR')","('Volume', 'TR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.1456298828125,33.728153228759766,32.1456298828125,33.5436897277832,109180.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.436893463134766,34.79611587524414,33.30097198486328,33.61164855957031,124630.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.61164855957031,33.81553268432617,32.79611587524414,32.8543701171875,98674.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.79611587524414,32.990291595458984,32.485435485839844,32.88349533081055,75293.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,33.009708404541016,33.34951400756836,32.92232894897461,33.24271774291992,53457.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.0,33.34951400756836,32.941749572753906,33.34951400756836,57062.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.46601867675781,33.485435485839844,33.11650466918945,33.46601867675781,47689.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.3980598449707,33.718448638916016,32.90291213989258,33.708736419677734,76941.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.80582427978516,34.18446731567383,33.61164855957031,34.18446731567383,45629.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.048545837402344,34.22330093383789,33.281551361083984,33.30097198486328,60358.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.02912521362305,33.660194396972656,33.02912521362305,33.07767105102539,32136.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.990291595458984,33.15533828735352,32.75728225708008,33.009708404541016,50264.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.932037353515625,32.932037353515625,32.38835144042969,32.417476654052734,49028.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.24271774291992,32.61164855957031,32.135921478271484,32.57281494140625,64684.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.77669906616211,32.87378692626953,32.44660186767578,32.52427291870117,64375.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.52427291870117,32.77669906616211,32.20388412475586,32.61164855957031,49749.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.77669906616211,33.009708404541016,32.4563102722168,32.66990280151367,67156.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,32.63106918334961,32.73786544799805,32.34951400756836,32.417476654052734,54796.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,32.563106536865234,32.563106536865234,31.80582427978516,32.07767105102539,60667.0,,,,,,,,,,
