Date,Open,High,Low,Close,Volume,"('Adj Close', 'GRC')","('Close', 'GRC')","('High', 'GRC')","('Low', 'GRC')","('Open', 'GRC')","('Volume', 'GRC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,35.2400016784668,35.63999938964844,34.720001220703125,35.0099983215332,38300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,34.9900016784668,34.9900016784668,33.959999084472656,34.220001220703125,53000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,34.40999984741211,34.439998626708984,33.88999938964844,33.959999084472656,35800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.630001068115234,34.150001525878906,33.380001068115234,33.40999984741211,51600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,33.45000076293945,34.06999969482422,33.22999954223633,33.650001525878906,54600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.189998626708984,33.22999954223633,32.5099983215332,32.70000076293945,83800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.529998779296875,33.040000915527344,32.529998779296875,32.97999954223633,43900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.68000030517578,33.040000915527344,32.25,32.9900016784668,50800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.43000030517578,33.47999954223633,32.810001373291016,33.029998779296875,30800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.630001068115234,32.88999938964844,32.470001220703125,32.689998626708984,24000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.20000076293945,32.650001525878906,32.20000076293945,32.47999954223633,23300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.63999938964844,32.880001068115234,32.220001220703125,32.79999923706055,23100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.02000045776367,33.13999938964844,32.20000076293945,32.54999923706055,69100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.77000045776367,33.4900016784668,32.560001373291016,33.38999938964844,61000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.70000076293945,33.70000076293945,33.13999938964844,33.20000076293945,44000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,33.4900016784668,33.560001373291016,32.709999084472656,32.90999984741211,69500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.4900016784668,33.959999084472656,33.349998474121094,33.959999084472656,48600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,34.15999984741211,34.4900016784668,33.470001220703125,33.79999923706055,32300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.68000030517578,34.06999969482422,33.529998779296875,33.95000076293945,25300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,33.849998474121094,34.400001525878906,33.599998474121094,33.97999954223633,31200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.0099983215332,34.130001068115234,33.11000061035156,33.38999938964844,83700.0,,,,,,,,,,
