Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRNS')","('Close', 'TRNS')","('High', 'TRNS')","('Low', 'TRNS')","('Open', 'TRNS')","('Volume', 'TRNS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,108.9499969482422,109.4000015258789,106.52999877929688,107.7300033569336,41200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,107.5500030517578,107.76000213623048,104.62000274658205,104.86000061035156,41900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,105.68000030517578,105.94000244140624,102.55999755859376,102.55999755859376,41300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,101.7300033569336,101.9000015258789,98.75,99.41000366210938,71000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,99.95999908447266,100.98999786376952,99.05999755859376,99.81999969482422,43700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,98.63999938964844,99.62000274658205,98.0,98.02999877929688,33500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,98.02999877929688,98.06999969482422,96.5199966430664,97.5,40800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,96.55999755859376,97.76000213623048,96.55999755859376,97.5199966430664,29200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,98.55999755859376,99.55999755859376,96.9800033569336,97.91999816894533,31600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,96.19000244140624,97.45999908447266,96.12999725341795,96.91999816894533,29200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,95.94000244140624,97.37999725341795,94.91000366210938,95.95999908447266,34600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,96.45999908447266,97.58000183105467,95.9499969482422,97.58000183105467,22000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,98.33000183105467,99.3499984741211,96.5999984741211,99.31999969482422,44500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,99.6999969482422,100.88999938964844,99.30999755859376,100.6999969482422,25700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,101.7300033569336,101.7300033569336,97.51000213623048,98.87999725341795,27300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,100.25,100.6500015258789,98.56999969482422,98.66999816894533,19600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,100.02999877929688,100.08999633789062,97.83000183105467,98.25,28900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,99.08999633789062,99.75,97.56999969482422,98.04000091552734,24500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,97.95999908447266,102.16000366210938,97.95999908447266,101.97000122070312,45100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,102.1999969482422,108.83999633789062,100.61000061035156,108.7699966430664,54800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,110.19000244140624,111.93000030517578,107.0,110.04000091552734,52700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,110.98999786376952,112.83000183105467,110.38999938964844,111.55999755859376,44900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,110.31999969482422,113.86000061035156,108.6999969482422,112.88999938964844,38100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,111.61000061035156,111.61000061035156,106.68000030517578,108.8000030517578,26700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,108.87000274658205,109.36000061035156,107.9000015258789,108.2699966430664,20700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,108.98999786376952,109.81999969482422,108.37999725341795,108.66000366210938,17200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,109.33999633789062,110.91000366210938,107.87000274658205,110.91000366210938,45400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,111.0,112.63999938964844,110.91999816894533,112.62000274658205,27100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,112.87999725341795,113.5,112.41999816894533,112.41999816894533,34500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,109.91999816894533,109.91999816894533,106.47000122070312,106.87000274658205,50600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,107.7699966430664,108.80999755859376,106.61000061035156,107.5,45900.0,,,,,,,,,,
