Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHDN')","('Close', 'CHDN')","('High', 'CHDN')","('Low', 'CHDN')","('Open', 'CHDN')","('Volume', 'CHDN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,133.55999755859375,136.08999633789062,132.8000030517578,133.88999938964844,259100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,132.1699981689453,133.39999389648438,129.3300018310547,129.33999633789062,307800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,129.19000244140625,129.60000610351562,128.10000610351562,128.27000427246094,269000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,125.81999969482422,128.77000427246094,125.81999969482422,127.12999725341795,340200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,126.93000030517578,128.63999938964844,126.7300033569336,127.8499984741211,275600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,126.4000015258789,126.4000015258789,124.01000213623048,125.12999725341795,248600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,124.91999816894533,126.5,123.91000366210938,124.0,185500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.4800033569336,124.8499984741211,122.5999984741211,124.1999969482422,235000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,124.8499984741211,125.19000244140624,123.06999969482422,124.06999969482422,208400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,123.5,124.06999969482422,121.87000274658205,122.41000366210938,339600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,120.86000061035156,124.08000183105467,120.58999633789062,123.91000366210938,229200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,125.04000091552734,126.12000274658205,123.44000244140624,124.94000244140624,315200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,125.63999938964844,126.33000183105467,124.1999969482422,125.16000366210938,311700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,125.62999725341795,126.44000244140624,123.73999786376952,124.51000213623048,176900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,125.54000091552734,125.5999984741211,123.5,124.0999984741211,270500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,125.75,125.98999786376952,121.33000183105467,121.61000061035156,267000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,123.12000274658205,124.06999969482422,121.4000015258789,122.30999755859376,191800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,122.41000366210938,123.56999969482422,120.9499969482422,121.13999938964844,190100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,121.1999969482422,123.02999877929688,120.3499984741211,123.0,216100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,122.33000183105467,123.31999969482422,121.75,122.81999969482422,303300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,123.11000061035156,123.4499969482422,120.95999908447266,120.97000122070312,265600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,121.3499984741211,122.5,120.06999969482422,122.3000030517578,225200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,121.68000030517578,122.58000183105467,119.58000183105467,121.86000061035156,324100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,120.29000091552734,120.29000091552734,118.41000366210938,118.87000274658205,247800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,119.44000244140624,121.62999725341795,118.9000015258789,120.83000183105467,235900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,121.73999786376952,122.58999633789062,120.5999984741211,121.9800033569336,178800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,122.37999725341795,124.4000015258789,122.37999725341795,123.0,232700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,123.97000122070312,124.5999984741211,122.8499984741211,123.75,334200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,123.80999755859376,124.56999969482422,122.3000030517578,122.41000366210938,166800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,119.98999786376952,120.27999877929688,118.0,119.12000274658205,250900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,119.70999908447266,121.1999969482422,119.04000091552734,120.72000122070312,350500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,120.5,120.75,118.72000122070312,119.95999908447266,311000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,118.30999755859376,120.12000274658205,117.70999908447266,118.9800033569336,238400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,118.36000061035156,118.91000366210938,116.08999633789062,116.25,354100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,116.5999984741211,117.91999816894533,116.18000030517578,117.43000030517578,381300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,120.5,125.0,116.58000183105467,119.86000061035156,608100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,120.51000213623048,123.23999786376952,119.55999755859376,122.87999725341795,565900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,122.2300033569336,124.5,120.77999877929688,120.83999633789062,386300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,121.81999969482422,122.87999725341795,120.33999633789062,121.4000015258789,257300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,120.66999816894533,122.91000366210938,120.66999816894533,121.86000061035156,257500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,122.30999755859376,122.87000274658205,120.93000030517578,121.87000274658205,298800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,121.22000122070312,121.22000122070312,118.94000244140624,119.62000274658205,318800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,119.62000274658205,119.72000122070312,116.06999969482422,116.4499969482422,360300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,116.3000030517578,116.31999969482422,111.7699966430664,112.06999969482422,627300.0,,,,,,,,,,
