Date,Open,High,Low,Close,Volume,"('Adj Close', 'DELL')","('Close', 'DELL')","('High', 'DELL')","('Low', 'DELL')","('Open', 'DELL')","('Volume', 'DELL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,75.44999694824219,76.0,74.31999969482422,74.79000091552734,2955000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,74.83000183105469,76.80999755859375,74.55999755859375,76.5999984741211,4194300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.66999816894531,77.12999725341797,75.83999633789062,75.97000122070312,3029400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,75.44000244140625,76.44999694824219,75.33000183105469,75.83999633789062,2950700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,78.0,79.66999816894531,77.36000061035156,79.36000061035156,6552400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,79.16999816894531,79.44999694824219,77.05999755859375,77.11000061035156,4849100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.83000183105469,78.76000213623047,77.68000030517578,78.25,3054700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.7699966430664,79.80000305175781,77.54000091552734,79.70999908447266,4023900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.94000244140625,80.2699966430664,79.19000244140625,79.30999755859375,4843200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,79.0,79.56999969482422,78.5,79.5199966430664,4348300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,78.5,78.80000305175781,76.9000015258789,77.66000366210938,4928300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,78.70999908447266,79.0,77.69999694824219,78.41000366210938,3076500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,79.12000274658203,84.76000213623047,79.12000274658203,83.19000244140625,9445900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,83.73999786376953,83.79000091552734,81.0,81.13999938964844,4248200.0,,,,,,,,,,
