Date,Open,High,Low,Close,Volume,"('Adj Close', 'ZDGE')","('Close', 'ZDGE')","('High', 'ZDGE')","('Low', 'ZDGE')","('Open', 'ZDGE')","('Volume', 'ZDGE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.3499999046325684,2.4100000858306885,2.299999952316284,2.3399999141693115,30400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.25600004196167,2.400000095367432,2.25600004196167,2.309999942779541,7500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.319999933242798,2.4100000858306885,2.305000066757202,2.390000104904175,16200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.369999885559082,2.400000095367432,2.299999952316284,2.3299999237060547,32100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.3299999237060547,2.390000104904175,2.259000062942505,2.259999990463257,39800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.289999961853028,2.3499999046325684,2.220000028610229,2.2660000324249268,18200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.240000009536743,2.2799999713897705,2.220000028610229,2.220000028610229,18300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.2699999809265137,2.3480000495910645,2.25,2.299999952316284,43900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.3299999237060547,2.3299999237060547,2.2769999504089355,2.299999952316284,5400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.259999990463257,2.299999952316284,2.220000028610229,2.2699999809265137,29100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.2699999809265137,2.3299999237060547,2.200000047683716,2.289999961853028,117400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.309999942779541,2.3399999141693115,2.2699999809265137,2.289999961853028,26200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.3299999237060547,2.3399999141693115,2.240000009536743,2.3399999141693115,21100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.3399999141693115,2.3399999141693115,2.2699999809265137,2.2699999809265137,22200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.2699999809265137,2.3299999237060547,2.2699999809265137,2.2699999809265137,20800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.2699999809265137,2.3499999046325684,2.2699999809265137,2.3299999237060547,13900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.3499999046325684,2.6700000762939453,2.3489999771118164,2.5799999237060547,94200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.680000066757202,2.859999895095825,2.609999895095825,2.8299999237060547,78800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.880000114440918,3.1600000858306885,2.8499999046325684,3.009999990463257,99300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.0199999809265137,3.282000064849853,2.8489999771118164,3.200000047683716,69400.0,,,,,,,,,,
