Date,Open,High,Low,Close,Volume,"('Adj Close', 'AFIB')","('Close', 'AFIB')","('High', 'AFIB')","('Low', 'AFIB')","('Open', 'AFIB')","('Volume', 'AFIB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,0.1990000009536743,0.209999993443489,0.1899999976158142,0.2060000002384185,89000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.2060000002384185,0.2060000002384185,0.1899999976158142,0.1990000009536743,107900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.1899999976158142,0.1990000009536743,0.1860000044107437,0.1969999969005584,207100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.1969999969005584,0.1969999969005584,0.1840000003576278,0.1889999955892563,88700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,0.1899999976158142,0.2000000029802322,0.1879999935626983,0.19200000166893,237300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.1870000064373016,0.2070000022649765,0.1870000064373016,0.2039999961853027,259900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.2039999961853027,0.2199999988079071,0.1979999989271164,0.1990000009536743,372300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.1949999928474426,0.1990000009536743,0.1700000017881393,0.1749999970197677,378600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.1800000071525573,0.1949999928474426,0.1800000071525573,0.1899999976158142,214900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.1930000036954879,0.1949999928474426,0.1720000058412552,0.181999996304512,299100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.181999996304512,0.1909999996423721,0.1759999990463256,0.1800000071525573,87800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.1889999955892563,0.1889999955892563,0.1599999964237213,0.1700000017881393,310700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.1700000017881393,0.1800000071525573,0.1599999964237213,0.1770000010728836,187100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,0.1860000044107437,0.1860000044107437,0.1599999964237213,0.1700000017881393,336100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,0.1620000004768371,0.1790000051259994,0.1620000004768371,0.1700000017881393,91900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,0.1720000058412552,0.2409999966621399,0.1700000017881393,0.2220000028610229,14748300.0,,,,,,,,,,
