Date,Open,High,Low,Close,Volume,"('Adj Close', 'FLXS')","('Close', 'FLXS')","('High', 'FLXS')","('Low', 'FLXS')","('Open', 'FLXS')","('Volume', 'FLXS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.450000762939453,19.0,18.350000381469727,18.65999984741211,5800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.850000381469727,19.799999237060547,18.76000022888184,19.0,22800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.25,19.51000022888184,18.3700008392334,18.799999237060547,15900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.600000381469727,18.899999618530277,18.040000915527344,18.32999992370605,12700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.57999992370605,18.57999992370605,18.100000381469727,18.100000381469727,6100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.13999938964844,18.280000686645508,17.549999237060547,18.149999618530277,8900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.34000015258789,18.36000061035156,17.780000686645508,18.36000061035156,4900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.440000534057617,18.530000686645508,18.0,18.020000457763672,11800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.8799991607666,23.420000076293945,21.149999618530277,23.280000686645508,112100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.350000381469727,24.649999618530277,23.239999771118164,24.0,56600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.239999771118164,24.649999618530277,23.90999984741211,24.5,68300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.520000457763672,27.479999542236328,25.100000381469727,27.479999542236328,66300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.75,29.36000061035156,26.270000457763672,28.799999237060547,80700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,30.989999771118164,30.989999771118164,28.65999984741211,29.36000061035156,36500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.040000915527344,29.040000915527344,26.75,27.0,40700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.76000022888184,27.979999542236328,26.25,26.979999542236328,39600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.31999969482422,28.40999984741211,27.31999969482422,28.350000381469727,20100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.6200008392334,28.989999771118164,27.799999237060547,28.780000686645508,18900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.8799991607666,28.989999771118164,28.239999771118164,28.899999618530277,25200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.63999938964844,28.63999938964844,27.690000534057617,28.170000076293945,7000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,28.049999237060547,28.790000915527344,27.770000457763672,28.530000686645508,23500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,28.600000381469727,28.600000381469727,27.850000381469727,28.09000015258789,17000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,28.309999465942383,28.309999465942383,26.6200008392334,28.200000762939453,22700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,28.1200008392334,28.399999618530277,27.59000015258789,27.799999237060547,20300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,28.200000762939453,30.700000762939453,27.780000686645508,29.979999542236328,84900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.450000762939453,32.9900016784668,29.25,31.649999618530277,32700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,32.0,32.88999938964844,31.51000022888184,32.5,40600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,32.88999938964844,34.529998779296875,32.0,34.290000915527344,34600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,34.290000915527344,34.86000061035156,33.08000183105469,33.900001525878906,48000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,33.900001525878906,33.97999954223633,32.16999816894531,33.75,26200.0,,,,,,,,,,
