Date,Open,High,Low,Close,Volume,"('Adj Close', 'IRIX')","('Close', 'IRIX')","('High', 'IRIX')","('Low', 'IRIX')","('Open', 'IRIX')","('Volume', 'IRIX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.7699999809265137,2.900000095367432,2.7699999809265137,2.869999885559082,11300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.8499999046325684,2.869999885559082,2.7799999713897705,2.7799999713897705,10300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.75,2.9100000858306885,2.75,2.890000104904175,17700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.900000095367432,3.0999999046325684,2.900000095367432,2.930000066757202,74200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.9800000190734863,3.1700000762939453,2.9600000381469727,3.0899999141693115,39600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0199999809265137,3.1700000762939453,3.009999990463257,3.0899999141693115,30700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.0999999046325684,3.150000095367432,3.069999933242798,3.0999999046325684,13400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.0799999237060547,3.109999895095825,3.0,3.0799999237060547,33400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.109999895095825,3.140000104904175,3.0,3.0199999809265137,8600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.0,3.0,2.859999895095825,2.900000095367432,42300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.789999961853028,2.940000057220459,2.789999961853028,2.809999942779541,24200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.930000066757202,2.9600000381469727,2.809999942779541,2.809999942779541,12900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.809999942779541,2.859999895095825,2.7100000381469727,2.7799999713897705,42100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.759999990463257,2.940000057220459,2.759999990463257,2.869999885559082,33000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.859999895095825,2.950000047683716,2.8499999046325684,2.900000095367432,25100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.900000095367432,2.950000047683716,2.740000009536743,2.799999952316284,29000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.8399999141693115,2.8399999141693115,2.650000095367432,2.6700000762939453,24200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.700000047683716,2.900000095367432,2.700000047683716,2.8299999237060547,26900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.8399999141693115,2.940000057220459,2.75,2.930000066757202,15400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.9200000762939453,2.9200000762939453,2.8499999046325684,2.880000114440918,8000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.8499999046325684,2.900000095367432,2.819999933242798,2.819999933242798,24500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.809999942779541,2.8499999046325684,2.690000057220459,2.7300000190734863,44600.0,,,,,,,,,,
