Date,Open,High,Low,Close,Volume,"('Adj Close', 'MDB')","('Close', 'MDB')","('High', 'MDB')","('Low', 'MDB')","('Open', 'MDB')","('Volume', 'MDB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,404.4500122070313,404.6499938964844,382.260009765625,383.6900024414063,2176900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,373.760009765625,379.760009765625,371.25,372.9800109863281,1289600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,362.5700073242188,369.1549987792969,360.1000061035156,362.4100036621094,2054400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,360.7000122070313,371.4400024414063,360.1499938964844,365.3900146484375,1488900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,367.3200073242188,378.6300048828125,365.0,378.4500122070313,1816200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,371.5700073242188,380.05999755859375,371.55999755859375,378.7300109863281,846200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,380.0,394.4500122070313,376.1900024414063,393.1499938964844,1463300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,395.9100036621094,399.3500061035156,383.2000122070313,392.6000061035156,1208000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,393.6000061035156,397.8500061035156,388.8699951171875,391.5899963378906,785800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,388.260009765625,405.6600036621094,382.7049865722656,405.4400024414063,1513200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,401.7900085449219,404.010009765625,387.2749938964844,400.3800048828125,1050600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,404.25,408.3999938964844,384.5499877929688,392.1799926757813,1246900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,395.4100036621094,401.6600036621094,391.5,401.0499877929688,832600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,406.7799987792969,426.510009765625,406.7799987792969,413.4200134277344,1910200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,418.6099853515625,418.9200134277344,407.0299987792969,411.05999755859375,762700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,417.6900024414063,424.7799987792969,409.3599853515625,410.1099853515625,1163200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,416.0400085449219,416.0400085449219,397.3800048828125,400.2999877929688,971800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,394.7000122070313,401.7250061035156,391.3500061035156,395.2900085449219,973600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,397.2799987792969,420.3399963378906,397.2799987792969,420.1700134277344,1072800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,418.489990234375,421.989990234375,410.7300109863281,415.5299987792969,782000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,409.05999755859375,411.0,394.1000061035156,400.5199890136719,1543700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,404.9299926757813,411.30999755859375,399.8800048828125,409.0700073242188,1129200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,416.3999938964844,437.2200012207031,412.0299987792969,436.010009765625,1957100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,437.989990234375,454.5899963378906,427.3599853515625,436.8900146484375,2015100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,447.0,451.30999755859375,429.1300048828125,443.30999755859375,1545300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,447.5,463.2000122070313,440.2650146484375,457.3900146484375,1403300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,457.8500061035156,477.0950012207031,457.6099853515625,475.1199951171875,1267500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,486.7200012207031,507.25,481.8599853515625,500.8999938964844,2181400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,500.010009765625,509.6199951171875,487.0700073242188,487.989990234375,1364300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,463.0,480.0,451.0,472.1300048828125,1766700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,481.5799865722656,486.7749938964844,473.2099914550781,486.510009765625,825900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,488.0,488.0,474.0799865722656,474.2099914550781,858400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,471.2900085449219,477.0,464.5499877929688,465.05999755859375,832100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,457.1300048828125,459.7799987792969,433.6499938964844,444.80999755859375,1183900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,432.3699951171875,437.7300109863281,423.2200012207031,427.489990234375,997300.0,,,,,,,,,,
