Date,Open,High,Low,Close,Volume,"('Adj Close', 'MA')","('Close', 'MA')","('High', 'MA')","('Low', 'MA')","('Open', 'MA')","('Volume', 'MA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,424.0899963378906,424.2799987792969,419.55999755859375,421.8900146484375,2463700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,421.2000122070313,421.3399963378906,417.5,418.7699890136719,3093700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,418.5,423.4500122070313,418.2799987792969,419.7699890136719,2042600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,420.489990234375,422.760009765625,416.989990234375,419.4200134277344,2415900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,419.4400024414063,422.0799865722656,416.5299987792969,421.9800109863281,2125400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,419.1000061035156,423.7000122070313,418.5400085449219,422.6000061035156,2439300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,426.0,429.4700012207031,424.1499938964844,428.2699890136719,2709300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,430.0,431.7900085449219,425.7699890136719,426.7200012207031,2320600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,429.9500122070313,431.1099853515625,427.7000122070313,429.1000061035156,1892400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,427.4400024414063,429.7300109863281,426.5199890136719,428.3500061035156,2398000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,425.4800109863281,430.3800048828125,425.4800109863281,427.4200134277344,2690400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,428.6400146484375,431.2200012207031,427.4500122070313,430.7200012207031,2075700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,432.5499877929688,437.0700073242188,429.3399963378906,436.7799987792969,2400200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,438.9800109863281,440.9400024414063,437.260009765625,439.75,2715500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,440.2699890136719,440.6000061035156,437.8599853515625,438.760009765625,2328600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,438.5299987792969,440.9299926757813,435.760009765625,438.7000122070313,2725700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,436.0,438.6300048828125,434.4599914550781,436.7999877929688,2977800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,432.5499877929688,439.8900146484375,430.6700134277344,438.5299987792969,2725400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,435.7799987792969,440.9599914550781,434.6700134277344,440.5799865722656,2314200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,440.8999938964844,446.2200012207031,440.0499877929688,445.1900024414063,2663600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,450.0,462.0,446.6199951171875,449.2300109863281,4740500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,455.0,461.1400146484375,454.0499877929688,460.9200134277344,3292700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,462.2099914550781,463.8399963378906,458.5,460.5799865722656,2050300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,459.510009765625,461.3699951171875,455.5299987792969,456.760009765625,2438800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,455.3599853515625,460.55999755859375,455.3599853515625,460.5,2201900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,461.2099914550781,462.239990234375,459.6199951171875,461.9100036621094,2544300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,460.0,460.75,457.4500122070313,458.260009765625,2081300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,458.05999755859375,458.989990234375,456.3699951171875,457.8800048828125,2155400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,459.1799926757813,459.3999938964844,456.0799865722656,458.7099914550781,1794500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,456.760009765625,461.8800048828125,456.0400085449219,460.4599914550781,2407700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,462.0,465.4500122070313,459.4400024414063,465.1900024414063,2202700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,465.8299865722656,472.1099853515625,465.2300109863281,471.2799987792969,2354100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,474.1700134277344,474.1700134277344,467.0700073242188,468.1300048828125,2237200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,452.7999877929688,455.8500061035156,450.1199951171875,451.75,5044200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,453.30999755859375,459.6000061035156,452.0,459.0499877929688,2896500.0,,,,,,,,,,
