Date,Open,High,Low,Close,Volume,"('Adj Close', 'AZPN')","('Close', 'AZPN')","('High', 'AZPN')","('Low', 'AZPN')","('Open', 'AZPN')","('Volume', 'AZPN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,215.8300018310547,218.27999877929688,214.44000244140625,216.88999938964844,171800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,214.47000122070312,215.8300018310547,207.80999755859372,207.8500061035156,146000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,208.0,212.1000061035156,206.38999938964844,208.3800048828125,146000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,208.1199951171875,211.94000244140625,207.72999572753903,208.22999572753903,94800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,208.8600006103516,210.17999267578125,207.3999938964844,208.8999938964844,177000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,206.3300018310547,208.69000244140625,202.91000366210935,203.1999969482422,152800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,202.9900054931641,204.92999267578125,201.50999450683597,201.7700042724609,133200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,201.5,204.3300018310547,197.8800048828125,198.27999877929688,183500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,200.6699981689453,201.3999938964844,199.16000366210935,200.5200042724609,142900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,198.55999755859372,200.1499938964844,197.02999877929688,198.3999938964844,148700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,195.83999633789065,198.8000030517578,195.5200042724609,198.1100006103516,187600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,198.3300018310547,199.8500061035156,196.4900054931641,198.6100006103516,201500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,199.88999938964844,203.8300018310547,198.4199981689453,202.97000122070312,262500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,205.1499938964844,207.22000122070312,203.42999267578125,206.25999450683597,157400.0,,,,,,,,,,
