Date,Open,High,Low,Close,Volume,"('Adj Close', 'PEBO')","('Close', 'PEBO')","('High', 'PEBO')","('Low', 'PEBO')","('Open', 'PEBO')","('Volume', 'PEBO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,33.540000915527344,33.77000045776367,32.5099983215332,33.40999984741211,167700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.41999816894531,33.41999816894531,32.34000015258789,32.400001525878906,119100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.529998779296875,32.83000183105469,32.34000015258789,32.34000015258789,99100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.2400016784668,32.59000015258789,32.060001373291016,32.25,125800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.369998931884766,32.5099983215332,31.899999618530277,32.5,103100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.11000061035156,32.349998474121094,31.82999992370605,32.0099983215332,79600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.899999618530277,32.130001068115234,31.739999771118164,32.11000061035156,80100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,31.780000686645508,32.0,31.200000762939453,31.6299991607666,74500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,31.8799991607666,32.060001373291016,31.13999938964844,31.440000534057617,58200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.11000061035156,31.280000686645508,30.790000915527344,30.989999771118164,97200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.600000381469727,31.06999969482422,30.600000381469727,30.93000030517578,61800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.100000381469727,31.25,30.850000381469727,31.1200008392334,57800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.270000457763672,31.6299991607666,30.81999969482422,31.6299991607666,109300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,31.75,32.5099983215332,31.75,32.47999954223633,113300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.5,32.630001068115234,30.96999931335449,31.170000076293945,149100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.56999969482422,31.270000457763672,29.729999542236328,30.100000381469727,215600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.43000030517578,30.43000030517578,29.690000534057617,30.21999931335449,146300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.459999084472656,30.59000015258789,30.200000762939453,30.40999984741211,105700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.459999084472656,30.76000022888184,30.280000686645508,30.670000076293945,110000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,30.549999237060547,30.88999938964844,30.43000030517578,30.56999969482422,98700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,30.26000022888184,30.479999542236328,29.15999984741211,29.299999237060547,191900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,29.450000762939453,29.6299991607666,28.479999542236328,29.030000686645508,224300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,28.200000762939453,28.84000015258789,28.200000762939453,28.61000061035156,157000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,28.32999992370605,28.559999465942383,27.93000030517578,28.239999771118164,125700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,28.239999771118164,28.450000762939453,27.670000076293945,27.88999938964844,139200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,28.040000915527344,28.1299991607666,27.280000686645508,27.920000076293945,93500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.950000762939453,28.200000762939453,27.75,27.850000381469727,79600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,27.81999969482422,28.479999542236328,27.450000762939453,28.479999542236328,107500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,28.280000686645508,29.239999771118164,28.18000030517578,28.8700008392334,116000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,28.149999618530277,28.190000534057617,27.3700008392334,27.63999938964844,158100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,27.899999618530277,28.0,27.5,27.96999931335449,96300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,28.26000022888184,29.21999931335449,28.049999237060547,29.06999969482422,147500.0,,,,,,,,,,
