Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACI')","('Close', 'ACI')","('High', 'ACI')","('Low', 'ACI')","('Open', 'ACI')","('Volume', 'ACI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.899999618530277,23.0,22.600000381469727,22.82999992370605,7634900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.90999984741211,22.90999984741211,22.68000030517578,22.709999084472656,2147400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.729999542236328,22.8799991607666,22.479999542236328,22.540000915527344,4738300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.600000381469727,23.040000915527344,22.600000381469727,23.040000915527344,6390700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.01000022888184,23.065000534057617,22.76000022888184,22.989999771118164,3112900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.350000381469727,23.46999931335449,22.809999465942383,23.100000381469727,3722800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.149999618530277,23.149999618530277,22.959999084472656,23.049999237060547,2275200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.049999237060547,23.07999992370605,22.5,22.88999938964844,3263400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.959999084472656,22.959999084472656,22.63500022888184,22.709999084472656,2534800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.6200008392334,22.709999084472656,22.229999542236328,22.290000915527344,4180100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.26000022888184,22.420000076293945,21.94499969482422,22.01000022888184,2845900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.90999984741211,22.030000686645508,21.6299991607666,21.940000534057617,3574500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.899999618530277,22.01499938964844,21.71500015258789,22.0,4617300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.01000022888184,22.01000022888184,21.815000534057617,21.920000076293945,3287100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.96999931335449,21.96999931335449,21.75,21.799999237060547,2427500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.790000915527344,21.86000061035156,21.649999618530277,21.82999992370605,2221300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.770000457763672,21.850000381469727,21.75,21.809999465942383,1874600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.770000457763672,21.86000061035156,21.65999984741211,21.84000015258789,2205100.0,,,,,,,,,,
