Date,Open,High,Low,Close,Volume,"('Adj Close', 'TLS')","('Close', 'TLS')","('High', 'TLS')","('Low', 'TLS')","('Open', 'TLS')","('Volume', 'TLS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.640000104904175,4.099999904632568,3.619999885559082,4.070000171661377,462600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.03000020980835,4.179999828338623,3.880000114440918,3.920000076293945,405100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.920000076293945,3.964999914169312,3.829999923706055,3.910000085830689,530000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.910000085830689,4.25,3.859999895095825,4.21999979019165,463700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.21999979019165,4.21999979019165,3.920000076293945,3.940000057220459,538000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.910000085830689,4.159999847412109,3.9049999713897705,4.110000133514404,398100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.110000133514404,4.298999786376953,4.050000190734863,4.210000038146973,471500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.28000020980835,4.449999809265137,4.119999885559082,4.440000057220459,498500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.5,4.659999847412109,4.429999828338623,4.650000095367432,465800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.679999828338623,4.679999828338623,4.175000190734863,4.25,532800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.199999809265137,4.199999809265137,3.9800000190734863,4.019999980926514,575200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.03000020980835,4.059999942779541,3.839999914169312,3.9700000286102295,405700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.010000228881836,4.013000011444092,3.809999942779541,3.950000047683716,600500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.0,4.380000114440918,3.9700000286102295,4.369999885559082,447500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.389999866485596,4.599999904632568,4.359000205993652,4.380000114440918,474400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.389999866485596,4.473999977111816,4.014999866485596,4.039999961853027,451200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.070000171661377,4.09499979019165,3.920000076293945,4.039999961853027,311600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.070000171661377,4.300000190734863,4.070000171661377,4.21999979019165,321300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.159999847412109,4.239999771118164,4.010000228881836,4.170000076293945,443500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.179999828338623,4.179999828338623,3.9049999713897705,4.010000228881836,821500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.010000228881836,4.164999961853027,3.990000009536743,4.039999961853027,303200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.039999961853027,4.110000133514404,3.884999990463257,3.940000057220459,270700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.900000095367432,3.910000085830689,3.750999927520752,3.900000095367432,324700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.900000095367432,3.900000095367432,3.7200000286102295,3.809999942779541,292500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.809999942779541,4.25,3.799999952316284,4.25,342600.0,,,,,,,,,,
