Date,Open,High,Low,Close,Volume,"('Adj Close', 'GHM')","('Close', 'GHM')","('High', 'GHM')","('Low', 'GHM')","('Open', 'GHM')","('Volume', 'GHM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.01000022888184,19.61000061035156,18.780000686645508,19.270000457763672,63300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.36000061035156,19.36000061035156,18.799999237060547,18.86000061035156,32400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.790000915527344,19.270000457763672,18.790000915527344,19.239999771118164,49600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.280000686645508,19.68000030517578,19.059999465942383,19.399999618530277,65700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.31999969482422,19.31999969482422,18.149999618530277,18.799999237060547,52100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.51000022888184,18.71999931335449,18.31999969482422,18.6299991607666,34200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.200000762939453,19.26000022888184,18.200000762939453,19.0,37300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.8700008392334,19.25,18.61000061035156,18.96999931335449,36200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.18000030517578,19.520000457763672,18.84000015258789,19.5,38900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.59000015258789,20.1299991607666,19.299999237060547,19.90999984741211,97700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.450000762939453,21.0,19.450000762939453,20.3700008392334,129000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.5,20.5,19.200000762939453,19.299999237060547,97200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.309999465942383,19.549999237060547,18.93000030517578,19.5,65000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.549999237060547,19.84000015258789,19.299999237060547,19.71999931335449,53000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.71999931335449,20.18000030517578,19.71999931335449,20.01000022888184,89400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.989999771118164,20.100000381469727,19.489999771118164,19.559999465942383,21800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.799999237060547,19.850000381469727,19.63999938964844,19.799999237060547,23300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.950000762939453,20.459999084472656,19.770000457763672,20.440000534057617,72800.0,,,,,,,,,,
