Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHX')","('Close', 'CHX')","('High', 'CHX')","('Low', 'CHX')","('Open', 'CHX')","('Volume', 'CHX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.43000030517578,29.649999618530277,28.75,28.899999618530277,1205100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.8799991607666,29.23500061035156,28.46999931335449,28.799999237060547,1978400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.90999984741211,29.030000686645508,27.61000061035156,27.739999771118164,1728200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,27.780000686645508,28.25,27.770000457763672,27.88999938964844,1554500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.1200008392334,27.670000076293945,26.75,27.670000076293945,1939400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.530000686645508,27.530000686645508,26.63999938964844,26.8700008392334,1981300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.739999771118164,26.799999237060547,26.239999771118164,26.38999938964844,1797400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.40999984741211,26.65999984741211,25.854999542236328,26.649999618530277,2239100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.13999938964844,27.239999771118164,26.520000457763672,26.6200008392334,1192200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.450000762939453,26.61000061035156,26.0,26.049999237060547,1605300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.57999992370605,26.270000457763672,25.459999084472656,26.18000030517578,1786100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.209999084472656,26.56999969482422,25.959999084472656,26.459999084472656,1416700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.549999237060547,26.549999237060547,25.9689998626709,26.34000015258789,921700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.450000762939453,27.059999465942383,26.334999084472656,26.850000381469727,1507700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.020000457763672,27.200000762939453,26.68000030517578,26.709999084472656,1296700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.979999542236328,27.979999542236328,26.75,27.81999969482422,2163400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.25,28.36000061035156,27.57999992370605,28.07999992370605,1472500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.229999542236328,28.6299991607666,28.1200008392334,28.34000015258789,980000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.18000030517578,28.399999618530277,27.690000534057617,28.3799991607666,852900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.56999969482422,28.459999084472656,27.1200008392334,28.200000762939453,1420100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,28.200000762939453,28.239999771118164,27.26000022888184,27.40999984741211,1356100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.600000381469727,27.76499938964844,26.93000030517578,27.25,1052000.0,,,,,,,,,,
