Date,Open,High,Low,Close,Volume,"('Adj Close', 'CDZI')","('Close', 'CDZI')","('High', 'CDZI')","('Low', 'CDZI')","('Open', 'CDZI')","('Volume', 'CDZI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.900000095367432,2.970000028610229,2.880000114440918,2.900000095367432,180900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.9100000858306885,2.970000028610229,2.7699999809265137,2.7799999713897705,211400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.809999942779541,2.9100000858306885,2.759999990463257,2.869999885559082,210600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.900000095367432,3.0999999046325684,2.869999885559082,2.869999885559082,199400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.880000114440918,2.9200000762939453,2.809999942779541,2.9100000858306885,124400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.8499999046325684,2.9200000762939453,2.8499999046325684,2.900000095367432,110300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.900000095367432,3.049999952316284,2.890000104904175,2.9600000381469727,241500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.9600000381469727,2.9600000381469727,2.6600000858306885,2.720000028610229,1195000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.7799999713897705,2.819999933242798,2.680000066757202,2.799999952316284,193400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.809999942779541,2.8299999237060547,2.690000057220459,2.7300000190734863,320600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.7300000190734863,2.759999990463257,2.6700000762939453,2.7300000190734863,184400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.720000028610229,2.75,2.450000047683716,2.470000028610229,213900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.490000009536743,2.5799999237060547,2.4600000381469727,2.5799999237060547,149000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.5899999141693115,2.799999952316284,2.5899999141693115,2.740000009536743,157100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.789999961853028,2.819999933242798,2.6700000762939453,2.7100000381469727,159100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.720000028610229,2.720000028610229,2.5899999141693115,2.640000104904175,108100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.700000047683716,2.7699999809265137,2.690000057220459,2.75,299900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.759999990463257,2.8299999237060547,2.7100000381469727,2.75,332100.0,,,,,,,,,,
