Date,Open,High,Low,Close,Volume,"('Adj Close', 'PAYX')","('Close', 'PAYX')","('High', 'PAYX')","('Low', 'PAYX')","('Open', 'PAYX')","('Volume', 'PAYX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,118.83999633789062,119.08999633789062,117.31999969482422,117.87000274658205,1982100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,118.45999908447266,118.69000244140624,116.7699966430664,116.83999633789062,1595000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,117.41999816894533,118.45999908447266,117.1500015258789,117.8499984741211,1525400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.48999786376952,118.6500015258789,117.43000030517578,117.9800033569336,1299400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,117.95999908447266,119.58000183105467,117.44000244140624,119.47000122070312,2047500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.5500030517578,118.8499984741211,117.5,118.66999816894533,1252800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.6999969482422,119.26000213623048,118.16000366210938,118.88999938964844,1011400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,118.97000122070312,119.2300033569336,117.77999877929688,119.13999938964844,1711700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,119.9800033569336,120.37000274658205,118.79000091552734,119.72000122070312,1033800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,119.36000061035156,119.8499984741211,118.63999938964844,119.80999755859376,1967400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,119.36000061035156,120.37000274658205,119.36000061035156,120.11000061035156,1385100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,120.1999969482422,120.51000213623048,118.9000015258789,120.37000274658205,1884800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,121.02999877929688,122.75,119.79000091552734,122.08999633789062,2255200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,121.98999786376952,123.08999633789062,121.8000030517578,122.79000091552734,1151200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,122.63999938964844,123.5,122.51000213623048,122.81999969482422,2017500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,123.5500030517578,124.38999938964844,121.5,121.88999938964844,2591300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,121.83999633789062,123.1999969482422,120.48999786376952,121.01000213623048,1563800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,121.25,121.41999816894533,120.3499984741211,120.94000244140624,1166700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,120.56999969482422,121.52999877929688,120.45999908447266,121.36000061035156,1490200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,120.38999938964844,122.54000091552734,120.23999786376952,122.41999816894533,1445600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,123.04000091552734,123.81999969482422,121.47000122070312,121.7300033569336,2351300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,121.77999877929688,122.01000213623048,119.2300033569336,121.0999984741211,2086800.0,,,,,,,,,,
