Date,Open,High,Low,Close,Volume,"('Adj Close', 'SFBS')","('Close', 'SFBS')","('High', 'SFBS')","('Low', 'SFBS')","('Open', 'SFBS')","('Volume', 'SFBS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,66.05999755859375,67.0999984741211,65.19000244140625,65.87999725341797,182700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,65.7300033569336,65.7300033569336,62.22999954223633,62.47999954223633,272100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,62.88999938964844,64.12000274658203,62.45000076293945,62.83000183105469,181200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.209999084472656,64.75,62.209999084472656,63.619998931884766,150700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.790000915527344,64.8499984741211,63.41999816894531,64.7699966430664,125700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,63.369998931884766,64.70999908447266,63.0099983215332,63.560001373291016,129500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,63.04999923706055,63.65999984741211,62.18000030517578,62.79999923706055,136600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.150001525878906,62.150001525878906,60.380001068115234,61.900001525878906,226700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.93999862670898,62.959999084472656,61.40999984741211,61.619998931884766,133700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,61.709999084472656,61.709999084472656,59.775001525878906,60.369998931884766,129800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,58.869998931884766,60.33000183105469,58.869998931884766,60.11000061035156,216300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,60.709999084472656,62.18999862670898,59.959999084472656,62.13999938964844,169300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,62.16999816894531,63.755001068115234,61.68000030517578,63.70000076293945,154900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.86000061035156,66.8499984741211,64.80000305175781,66.26000213623047,215300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.18000030517578,67.18000030517578,64.99500274658203,65.7699966430664,156400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,66.51000213623047,66.94000244140625,65.66999816894531,66.19000244140625,118800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,67.4000015258789,67.87999725341797,65.37000274658203,65.80999755859375,129700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,65.94999694824219,66.9800033569336,65.7699966430664,66.5199966430664,103800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,66.44000244140625,68.25,66.30000305175781,68.18000030517578,207100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,68.80000305175781,70.83999633789062,68.21299743652344,69.70999908447266,182900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,68.25,70.76000213623047,66.87000274658203,67.13999938964844,355800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,67.94999694824219,67.94999694824219,63.0099983215332,65.54000091552734,222800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,63.540000915527344,64.93000030517578,63.18999862670898,64.52999877929688,250300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,63.369998931884766,63.52000045776367,60.77999877929688,60.84999847412109,227100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,60.540000915527344,61.4900016784668,59.68999862670898,60.36000061035156,195600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,60.52000045776367,60.52000045776367,58.04999923706055,59.81999969482422,194700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,59.619998931884766,60.470001220703125,58.89500045776367,60.41999816894531,194500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,60.38999938964844,63.29499816894531,59.650001525878906,62.56999969482422,266700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,62.720001220703125,65.4000015258789,62.68000030517578,64.62000274658203,217000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,61.470001220703125,62.59999847412109,59.150001525878906,60.20000076293945,336200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,60.54999923706055,63.18000030517578,60.400001525878906,62.81999969482422,188400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,63.43999862670898,67.11000061035156,63.43999862670898,66.75,233100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,65.45999908447266,66.57499694824219,65.19000244140625,65.8499984741211,170500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,64.62000274658203,64.81700134277344,63.29999923706055,63.41999816894531,189000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,63.02000045776367,63.02000045776367,61.970001220703125,62.68000030517578,145600.0,,,,,,,,,,
