Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARCB')","('Close', 'ARCB')","('High', 'ARCB')","('Low', 'ARCB')","('Open', 'ARCB')","('Volume', 'ARCB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.62000274658205,121.69000244140624,119.31999969482422,121.05999755859376,407400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,120.06999969482422,120.06999969482422,116.0199966430664,116.41999816894533,302900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,116.86000061035156,118.5,116.45999908447266,116.52999877929688,276900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,115.97000122070312,117.4000015258789,115.0500030517578,115.55999755859376,184100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,115.5999984741211,118.6500015258789,115.27999877929688,118.63999938964844,146200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,116.7300033569336,118.62000274658205,114.66000366210938,117.62000274658205,183000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.0500030517578,118.69000244140624,115.91000366210938,118.69000244140624,157900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,118.7300033569336,119.18000030517578,116.06999969482422,117.87000274658205,176700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,118.37999725341795,119.52999877929688,116.33000183105467,117.9499969482422,155100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,116.58999633789062,117.37999725341795,115.48999786376952,116.12999725341795,196900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,114.51000213623048,115.61000061035156,113.0999984741211,115.37000274658205,107200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,116.5199966430664,117.01000213623048,115.20999908447266,116.12999725341795,109800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,117.1500015258789,119.23999786376952,115.04000091552734,118.38999938964844,128000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,119.7699966430664,123.48999786376952,119.7699966430664,123.36000061035156,177700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,123.9000015258789,124.79000091552734,120.31999969482422,120.66000366210938,226700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,122.13999938964844,122.13999938964844,118.9499969482422,119.0999984741211,158500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,120.6999969482422,121.37000274658205,119.16999816894533,120.20999908447266,158100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,121.2300033569336,121.2300033569336,119.19000244140624,121.0500030517578,157400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,121.86000061035156,123.62999725341795,120.0500030517578,123.30999755859376,130800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,122.16999816894533,123.01000213623048,119.8499984741211,122.4000015258789,166900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.4000015258789,123.63999938964844,118.58999633789062,119.12999725341795,239800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,119.3499984741211,121.20999908447266,115.25,120.9800033569336,264900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,120.20999908447266,128.8000030517578,117.41999816894533,128.35000610351562,420800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,129.25,132.39999389648438,126.37999725341795,128.07000732421875,456700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,130.0,144.0,129.0399932861328,138.5800018310547,715800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,143.85000610351562,146.24000549316406,139.6300048828125,140.30999755859375,433500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,140.25999450683594,140.72999572753906,136.3000030517578,139.80999755859375,352200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,141.02000427246094,145.05999755859375,139.2899932861328,143.80999755859375,439400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,143.80999755859375,145.10000610351562,142.00999450683594,144.42999267578125,263600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,139.16000366210938,143.74000549316406,137.97000122070312,139.33999633789062,394800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,141.08999633789062,142.72999572753906,139.47999572753906,141.72000122070312,270300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,142.3699951171875,143.75,139.52999877929688,143.55999755859375,235600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,142.91000366210938,143.82000732421875,140.83999633789062,142.05999755859375,224300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,139.6300048828125,140.7899932861328,136.17999267578125,140.07000732421875,320500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,140.36000061035156,141.24000549316406,136.86000061035156,138.86000061035156,421200.0,,,,,,,,,,
