Date,Open,High,Low,Close,Volume,"('Adj Close', 'SLNO')","('Close', 'SLNO')","('High', 'SLNO')","('Low', 'SLNO')","('Open', 'SLNO')","('Volume', 'SLNO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.290000915527344,40.38399887084961,37.04999923706055,37.95000076293945,281300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,35.90999984741211,38.34999847412109,35.70000076293945,36.040000915527344,172700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,35.70000076293945,37.09000015258789,35.70000076293945,36.70000076293945,194900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.15999984741211,37.75,36.15999984741211,37.150001525878906,757500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.5,40.59000015258789,36.20000076293945,40.58000183105469,248900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,40.77000045776367,42.499000549316406,39.75,41.77000045776367,175300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.959999084472656,42.775001525878906,41.18999862670898,41.4900016784668,117300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.209999084472656,44.0,40.63999938964844,42.20000076293945,668400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,42.0,44.45500183105469,41.47999954223633,41.790000915527344,238400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,41.97999954223633,44.970001220703125,41.900001525878906,44.959999084472656,210800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,44.5,46.0,43.43000030517578,44.91999816894531,219500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,45.02999877929688,45.40999984741211,42.11000061035156,43.56999969482422,149500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,43.2400016784668,47.33000183105469,42.915000915527344,47.0099983215332,356500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,47.369998931884766,48.220001220703125,46.91600036621094,48.0099983215332,272900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.880001068115234,48.880001068115234,46.84999847412109,48.06999969482422,172700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,47.290000915527344,48.01499938964844,46.27000045776367,46.310001373291016,145700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,48.29999923706055,48.29999923706055,45.69200134277344,46.81999969482422,153900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,46.29999923706055,47.34000015258789,45.4900016784668,46.59999847412109,200400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,47.91999816894531,48.0,46.55500030517578,47.9900016784668,128200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,47.93000030517578,47.93000030517578,45.650001525878906,46.150001525878906,100700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,46.560001373291016,47.08000183105469,46.060001373291016,46.34999847412109,120700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,47.20000076293945,47.93000030517578,45.641998291015625,46.91999816894531,358200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,46.90999984741211,47.25,45.97800064086914,46.7400016784668,150100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,48.310001373291016,50.59000015258789,46.650001525878906,49.5,460700.0,,,,,,,,,,
