Date,Open,High,Low,Close,Volume,"('Adj Close', 'CSR')","('Close', 'CSR')","('High', 'CSR')","('Low', 'CSR')","('Open', 'CSR')","('Volume', 'CSR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,57.619998931884766,58.58000183105469,57.11000061035156,57.2599983215332,88200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,57.290000915527344,57.290000915527344,55.66999816894531,55.70000076293945,48100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,55.630001068115234,55.7599983215332,54.869998931884766,55.04999923706055,64900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,54.40999984741211,55.13999938964844,54.0099983215332,54.25,63200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.29999923706055,55.40999984741211,54.02000045776367,55.220001220703125,68400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,54.43000030517578,54.95000076293945,54.09000015258789,54.709999084472656,42600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.619998931884766,55.43999862670898,54.43999862670898,55.220001220703125,51400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.09999847412109,55.09999847412109,54.29999923706055,54.93999862670898,77300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.93999862670898,56.560001373291016,55.150001525878906,55.97999954223633,54400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,57.22999954223633,57.22999954223633,54.97999954223633,55.27000045776367,115000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,54.43000030517578,55.310001373291016,53.68999862670898,55.2599983215332,84500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.43999862670898,55.43999862670898,54.56999969482422,54.61000061035156,58300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,54.959999084472656,56.79999923706055,54.34000015258789,56.79999923706055,61000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,57.400001525878906,58.04999923706055,57.290000915527344,57.95000076293945,70600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.54999923706055,58.95000076293945,57.04999923706055,57.15999984741211,86500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,57.95000076293945,57.95000076293945,56.04999923706055,56.04999923706055,41100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,56.900001525878906,57.02999877929688,56.11000061035156,56.400001525878906,58000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,56.97999954223633,57.06999969482422,55.59999847412109,55.79999923706055,50800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,55.63999938964844,56.2400016784668,55.4900016784668,56.02000045776367,38600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,55.59999847412109,55.68000030517578,55.0,55.16999816894531,44300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,55.47999954223633,56.130001068115234,54.290000915527344,54.7599983215332,84000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,54.45000076293945,55.36000061035156,53.869998931884766,55.27000045776367,65100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,54.47999954223633,55.11000061035156,54.0099983215332,54.34000015258789,51900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,54.0,54.45000076293945,53.40999984741211,53.59000015258789,73000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,53.209999084472656,54.310001373291016,53.209999084472656,53.970001220703125,50800.0,,,,,,,,,,
