Date,Open,High,Low,Close,Volume,"('Adj Close', 'DTIL')","('Close', 'DTIL')","('High', 'DTIL')","('Low', 'DTIL')","('Open', 'DTIL')","('Volume', 'DTIL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.800000190734863,11.640000343322754,10.800000190734863,11.100000381469728,42403.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.25,11.670000076293944,11.220000267028809,11.670000076293944,11350.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.699999809265137,11.970000267028809,11.399999618530272,11.699999809265137,22883.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.279999732971191,11.520000457763672,11.100000381469728,11.15999984741211,13023.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.1899995803833,12.329999923706056,11.1899995803833,11.9399995803833,99603.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.140000343322754,15.0,12.75,13.140000343322754,1180547.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.5,13.59000015258789,12.630000114440918,12.84000015258789,124193.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.170000076293944,13.199999809265137,11.970000267028809,12.8100004196167,103853.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.75,12.960000038146973,12.359999656677246,12.899999618530272,53567.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.020000457763672,13.020000457763672,12.0,12.149999618530272,47153.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.0,12.300000190734863,11.25,11.699999809265137,63307.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.43000030517578,11.90999984741211,11.100000381469728,11.3100004196167,34783.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.789999961853027,11.789999961853027,10.829999923706056,11.43000030517578,55237.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.010000228881836,11.220000267028809,10.59000015258789,11.15999984741211,57843.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.859999656677246,11.34000015258789,10.59000015258789,10.949999809265137,31653.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.220000267028809,11.34000015258789,10.5,10.800000190734863,48420.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,10.859999656677246,11.010000228881836,10.5,10.890000343322754,18350.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.949999809265137,11.039999961853027,10.649999618530272,10.859999656677246,14740.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.800000190734863,11.579999923706056,10.800000190734863,11.550000190734863,25633.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,11.460000038146973,11.550000190734863,11.130000114440918,11.399999618530272,15153.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.520000457763672,11.550000190734863,11.220000267028809,11.3100004196167,11867.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.100000381469728,11.520000457763672,11.100000381469728,11.399999618530272,7857.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,11.399999618530272,11.399999618530272,11.100000381469728,11.100000381469728,6573.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.699999809265137,11.699999809265137,10.800000190734863,11.43000030517578,38517.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.369999885559082,12.239999771118164,11.369999885559082,11.90999984741211,18767.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.0600004196167,12.300000190734863,11.9399995803833,12.0,22363.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.970000267028809,12.359999656677246,11.640000343322754,12.0,21423.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.25,11.640000343322754,11.100000381469728,11.520000457763672,54823.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,11.699999809265137,12.119999885559082,11.25,11.25,50513.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,11.369999885559082,11.369999885559082,10.920000076293944,11.15999984741211,28777.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,11.15999984741211,12.163999557495115,10.9399995803833,11.989999771118164,137200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,12.0,12.149999618530272,11.539999961853027,11.600000381469728,61600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,11.949999809265137,12.039999961853027,11.600000381469728,11.850000381469728,85600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.0,13.25,11.789999961853027,12.949999809265137,137600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,12.779999732971191,12.960000038146973,12.201000213623049,12.359999656677246,39000.0,,,,,,,,,,
