Date,Open,High,Low,Close,Volume,"('Adj Close', 'HTZ')","('Close', 'HTZ')","('High', 'HTZ')","('Low', 'HTZ')","('Open', 'HTZ')","('Volume', 'HTZ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.390000343322754,10.619999885559082,10.079999923706056,10.199999809265137,4216300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.039999961853027,10.06999969482422,9.56999969482422,9.640000343322754,4678500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.649999618530272,10.0,9.520000457763672,9.75,4447500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.68000030517578,9.835000038146973,9.449999809265137,9.539999961853027,4093900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.449999809265137,9.699999809265137,9.234999656677246,9.56999969482422,5125400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.399999618530272,9.640000343322754,9.34000015258789,9.56999969482422,3029000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.510000228881836,9.510000228881836,9.270000457763672,9.350000381469728,3616600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.140000343322754,9.18000030517578,8.744999885559082,8.949999809265137,7624600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.010000228881836,9.100000381469728,8.300000190734863,8.34000015258789,7804800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.300000190734863,8.380000114440918,8.170000076293945,8.350000381469727,4622200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.170000076293945,8.359999656677246,8.135000228881836,8.359999656677246,4025400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.989999771118164,9.265000343322754,8.699999809265137,8.989999771118164,14191200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.640000343322754,8.760000228881836,8.255000114440918,8.619999885559082,8904900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.6899995803833,8.829999923706055,8.359999656677246,8.5,4718600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.720000267028809,8.90999984741211,8.524999618530273,8.729999542236328,5200300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.850000381469727,8.850000381469727,8.404999732971191,8.489999771118164,4395100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.399999618530273,8.819999694824219,8.369999885559082,8.779999732971191,5785100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.84000015258789,8.9399995803833,8.539999961853027,8.649999618530273,4151800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.550000190734863,8.71500015258789,8.34000015258789,8.699999809265137,4901100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.569999694824219,8.729999542236328,8.510000228881836,8.630000114440918,3216100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.569999694824219,8.779999732971191,8.34000015258789,8.350000381469727,5090400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.420000076293945,8.649999618530273,8.194999694824219,8.430000305175781,3931800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.300000190734863,8.744999885559082,8.164999961853027,8.699999809265137,5673700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.5,8.600000381469727,8.199999809265137,8.210000038146973,9382800.0,,,,,,,,,,
