Date,Open,High,Low,Close,Volume,"('Adj Close', 'APPS')","('Close', 'APPS')","('High', 'APPS')","('Low', 'APPS')","('Open', 'APPS')","('Volume', 'APPS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.75,7.25,6.559999942779541,6.940000057220459,2131500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.760000228881836,6.760000228881836,6.210000038146973,6.320000171661377,2348700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.329999923706055,6.489999771118164,6.130000114440918,6.380000114440918,1196500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.269999980926514,6.460000038146973,6.150000095367432,6.28000020980835,1042600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.269999980926514,6.46999979019165,6.170000076293945,6.360000133514404,1144800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.25,6.28000020980835,6.010000228881836,6.03000020980835,1390000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.980000019073486,6.119999885559082,5.78000020980835,6.070000171661377,1630800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.050000190734863,6.050000190734863,5.71999979019165,5.869999885559082,1373700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.940000057220459,6.070000171661377,5.840000152587891,5.880000114440918,1236200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.739999771118164,5.78000020980835,5.429999828338623,5.460000038146973,1605800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.269999980926514,5.320000171661377,4.960000038146973,5.230000019073486,2148000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.320000171661377,5.460000038146973,5.21999979019165,5.340000152587891,1879800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.389999866485596,5.389999866485596,5.130000114440918,5.349999904632568,1275500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.449999809265137,5.760000228881836,5.429999828338623,5.610000133514404,1535100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.730000019073486,5.820000171661377,5.579999923706055,5.739999771118164,1226800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.849999904632568,5.900000095367432,5.679999828338623,5.710000038146973,1197400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.829999923706055,5.929999828338623,5.619999885559082,5.789999961853027,1003300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.900000095367432,6.010000228881836,5.710000038146973,5.71999979019165,1039700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.739999771118164,6.03000020980835,5.670000076293945,6.010000228881836,1148400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.960000038146973,6.0,5.690000057220459,5.699999809265137,1334200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.670000076293945,5.789999961853027,5.380000114440918,5.389999866485596,1334000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.449999809265137,5.539999961853027,5.340000152587891,5.449999809265137,1257400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.380000114440918,5.449999809265137,5.159999847412109,5.349999904632568,1126000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.21999979019165,5.28000020980835,5.019999980926514,5.119999885559082,1225500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.139999866485596,5.329999923706055,5.110000133514404,5.28000020980835,1281800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.309999942779541,5.340000152587891,5.03000020980835,5.039999961853027,2274400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.21999979019165,4.300000190734863,3.700000047683716,3.809999942779541,10835400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.9600000381469727,4.019999980926514,3.7100000381469727,3.910000085830689,4103000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.890000104904175,4.010000228881836,3.819999933242798,3.849999904632568,3076100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.700000047683716,3.7699999809265137,3.4800000190734863,3.509999990463257,3583600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.569999933242798,3.630000114440918,3.4800000190734863,3.5799999237060547,2412500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.609999895095825,3.650000095367432,3.4600000381469727,3.5299999713897705,2562400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.509999990463257,3.640000104904175,3.430000066757202,3.4800000190734863,2257500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.4100000858306885,3.7699999809265137,3.319999933242798,3.569999933242798,4451000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.5199999809265137,3.569999933242798,3.380000114440918,3.430000066757202,1955200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.440000057220459,3.450000047683716,3.150000095367432,3.1600000858306885,3948200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.180000066757202,3.180000066757202,3.049999952316284,3.0799999237060547,2394000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.0799999237060547,3.150000095367432,3.039999961853028,3.0999999046325684,2079100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.130000114440918,3.400000095367432,3.130000114440918,3.359999895095825,2923500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.319999933242798,3.390000104904175,3.140000104904175,3.1600000858306885,3206700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.240000009536743,3.390000104904175,3.119999885559082,3.1700000762939453,2936200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.1700000762939453,3.25,3.059999942779541,3.2100000381469727,2201500.0,,,,,,,,,,
