Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHMI')","('Close', 'CHMI')","('High', 'CHMI')","('Low', 'CHMI')","('Open', 'CHMI')","('Volume', 'CHMI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.059999942779541,4.090000152587891,4.039999961853027,4.050000190734863,277600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.050000190734863,4.050000190734863,3.9700000286102295,3.9800000190734863,273400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.9800000190734863,4.0,3.930000066757202,3.940000057220459,174800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.930000066757202,4.019999980926514,3.930000066757202,3.940000057220459,159500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.990000009536743,4.110000133514404,3.9800000190734863,4.099999904632568,290700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.050000190734863,4.099999904632568,4.03000020980835,4.059999942779541,165800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.059999942779541,4.090000152587891,4.0,4.039999961853027,256200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.019999980926514,4.059999942779541,3.9600000381469727,3.9600000381469727,180300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.990000009536743,4.059999942779541,3.9700000286102295,4.0,127100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.9800000190734863,3.990000009536743,3.910000085830689,3.920000076293945,235700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.900000095367432,3.990000009536743,3.880000114440918,3.930000066757202,208300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.990000009536743,3.990000009536743,3.859999895095825,3.900000095367432,102200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.930000066757202,3.930000066757202,3.809999942779541,3.829999923706055,312500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.849999904632568,3.910000085830689,3.799999952316284,3.799999952316284,217900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.809999942779541,3.839999914169312,3.740000009536743,3.759999990463257,317300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.809999942779541,3.809999942779541,3.740000009536743,3.7699999809265137,249700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.799999952316284,3.859999895095825,3.7799999713897705,3.859999895095825,180100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.849999904632568,3.910000085830689,3.849999904632568,3.869999885559082,206800.0,,,,,,,,,,
