Date,Open,High,Low,Close,Volume,"('Adj Close', 'APLT')","('Close', 'APLT')","('High', 'APLT')","('Low', 'APLT')","('Open', 'APLT')","('Volume', 'APLT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.3499999046325684,3.950000047683716,3.3499999046325684,3.640000104904175,1628000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.7699999809265137,4.420000076293945,3.430000066757202,3.5899999141693115,3036500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.559999942779541,3.859999895095825,3.220000028610229,3.7899999618530273,4054000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.651000022888184,2.759999990463257,2.2300000190734863,2.25,6795800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.1700000762939453,2.359999895095825,1.850000023841858,2.259999990463257,6011200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.2300000190734863,2.430000066757202,2.140000104904175,2.299999952316284,2037000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.2699999809265137,2.680000066757202,2.2300000190734863,2.680000066757202,2512200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.700000047683716,2.700000047683716,2.289999961853028,2.440000057220459,2271100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.4100000858306885,2.549999952316284,2.305000066757202,2.5,1408000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.450000047683716,2.539999961853028,2.3399999141693115,2.5,1582700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.5199999809265137,2.5199999809265137,2.400000095367432,2.450000047683716,491600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.440000057220459,2.507999897003174,2.3499999046325684,2.490000009536743,512800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.440000057220459,2.5999999046325684,2.400000095367432,2.539999961853028,1193300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.5299999713897705,2.7950000762939453,2.509999990463257,2.75,1421600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.7699999809265137,3.0199999809265137,2.6600000858306885,2.700000047683716,1849700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.8299999237060547,3.109999895095825,2.690000057220459,2.7100000381469727,2036800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.720000028610229,2.924999952316284,2.640000104904175,2.9200000762939453,825300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.9100000858306885,2.947000026702881,2.75,2.9100000858306885,689600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.930000066757202,3.039999961853028,2.815000057220459,3.0,691900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.039999961853028,3.0439999103546143,2.8399999141693115,2.970000028610229,508900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.950000047683716,3.220000028610229,2.934999942779541,3.130000114440918,1832400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.190000057220459,3.194000005722046,2.9600000381469727,3.119999885559082,789600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.0999999046325684,3.130000114440918,2.8299999237060547,3.0199999809265137,692300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.950000047683716,3.039999961853028,2.859999895095825,3.009999990463257,481900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.039999961853028,3.190000057220459,2.9800000190734863,3.140000104904175,738300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.140000104904175,3.140000104904175,2.789999961853028,2.799999952316284,670800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.819999933242798,2.9100000858306885,2.630000114440918,2.7100000381469727,777900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.7100000381469727,2.8499999046325684,2.650000095367432,2.7799999713897705,1244600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.799999952316284,2.950000047683716,2.7300000190734863,2.819999933242798,799100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.799999952316284,2.8299999237060547,2.7049999237060547,2.720000028610229,362100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.7300000190734863,2.7799999713897705,2.5850000381469727,2.680000066757202,1587500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.150000095367432,3.829999923706055,2.799999952316284,3.75,9386900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.75,5.829999923706055,3.7300000190734863,5.380000114440918,16624600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.369999885559082,6.0,5.28000020980835,5.309999942779541,3957000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.159999847412109,5.39900016784668,5.0,5.130000114440918,3426100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.389999866485596,5.900000095367432,5.295000076293945,5.599999904632568,4340600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.690000057220459,5.769999980926514,5.400000095367432,5.739999771118164,1202900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.760000228881836,6.199999809265137,5.269999980926514,5.300000190734863,1464600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.340000152587891,5.639999866485596,5.260000228881836,5.579999923706055,993100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,8.079999923706055,9.390000343322754,6.929999828338623,7.400000095367432,13523100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.449999809265137,7.576000213623047,6.949999809265137,7.119999885559082,3261000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,7.119999885559082,7.717000007629394,6.989999771118164,7.070000171661377,1857800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,7.119999885559082,7.309999942779541,6.860000133514404,6.900000095367432,1357900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,6.78000020980835,6.829999923706055,5.909999847412109,6.170000076293945,1806500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.409999847412109,6.579999923706055,6.019999980926514,6.460000038146973,1392900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,6.53000020980835,6.800000190734863,6.380000114440918,6.619999885559082,2526300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,6.690000057220459,7.139999866485596,6.630000114440918,6.929999828338623,2099700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,5.949999809265137,6.690000057220459,5.889999866485596,6.340000152587891,1584000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,6.360000133514404,6.449999809265137,5.914999961853027,6.010000228881836,1026400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,6.0,6.179999828338623,5.949999809265137,6.110000133514404,867400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,5.369999885559082,5.960000038146973,5.360000133514404,5.820000171661377,1685800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,5.860000133514404,6.039999961853027,5.670000076293945,6.019999980926514,1299500.0,,,,,,,,,,
