Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRNO')","('Close', 'TRNO')","('High', 'TRNO')","('Low', 'TRNO')","('Open', 'TRNO')","('Volume', 'TRNO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,62.400001525878906,63.040000915527344,62.22999954223633,62.970001220703125,471200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,62.88999938964844,62.88999938964844,61.68999862670898,61.70000076293945,557600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,61.619998931884766,62.310001373291016,61.06999969482422,62.02999877929688,519500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,61.43999862670898,62.45000076293945,61.0099983215332,61.810001373291016,315500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,62.040000915527344,62.959999084472656,62.040000915527344,62.86000061035156,311100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.15999984741211,63.2400016784668,62.02000045776367,62.619998931884766,430000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.77999877929688,63.41999816894531,62.38999938964844,63.15999984741211,472700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.90999984741211,63.02000045776367,62.369998931884766,62.66999816894531,385500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.54999923706055,63.54999923706055,62.41999816894531,62.869998931884766,217100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.27999877929688,62.84000015258789,61.83000183105469,62.15999984741211,444600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,61.20000076293945,62.06999969482422,60.93999862670898,61.970001220703125,1243400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,62.02000045776367,62.16999816894531,60.84000015258789,61.34999847412109,372600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,61.65999984741211,62.63999938964844,61.380001068115234,62.150001525878906,514600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,62.65999984741211,63.0,62.33000183105469,62.45000076293945,520800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,62.79999923706055,62.93999862670898,61.41999816894531,61.43999862670898,513100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,62.11000061035156,62.150001525878906,59.7599983215332,59.79999923706055,757300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,60.43999862670898,60.7400016784668,60.02999877929688,60.2400016784668,399500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,60.79999923706055,60.900001525878906,60.16999816894531,60.36000061035156,459200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,60.4900016784668,60.59999847412109,60.09999847412109,60.45000076293945,355800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,60.18000030517578,60.709999084472656,59.619998931884766,60.2400016784668,578500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,60.47999954223633,61.25,59.52000045776367,59.72999954223633,629900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,59.68999862670898,61.43000030517578,59.02000045776367,61.40999984741211,497900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,60.56999969482422,61.41999816894531,60.09000015258789,61.08000183105469,379000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,60.18999862670898,60.650001525878906,59.56999969482422,60.02999877929688,394200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,60.0099983215332,60.97999954223633,59.9900016784668,60.93000030517578,471400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,60.400001525878906,60.86000061035156,60.09999847412109,60.15999984741211,609100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,60.880001068115234,63.79999923706055,59.7599983215332,63.470001220703125,1177400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,63.540000915527344,63.93999862670898,62.790000915527344,63.290000915527344,669000.0,,,,,,,,,,
