Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARDS')","('Close', 'ARDS')","('High', 'ARDS')","('Low', 'ARDS')","('Open', 'ARDS')","('Volume', 'ARDS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,0.06700000166893,0.0701000019907951,0.0640000030398368,0.0640999972820282,334603.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.0640999972820282,0.0700000002980232,0.0630000010132789,0.0700000002980232,214003.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.066500000655651,0.0759999975562095,0.066500000655651,0.0719500035047531,75640.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.066600002348423,0.0759999975562095,0.066600002348423,0.0666500031948089,73952.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,0.0666999965906143,0.0798000022768974,0.066600002348423,0.0798000022768974,23992.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.0798999965190887,0.0798999965190887,0.0692000016570091,0.0750000029802322,43417.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.0749000012874603,0.0749000012874603,0.069300003349781,0.069300003349781,40613.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.069300003349781,0.0799999982118606,0.066600002348423,0.066600002348423,221418.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.0700000002980232,0.0820000022649765,0.066550001502037,0.0747999995946884,84244.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.0689999982714653,0.0890000015497207,0.0689999982714653,0.0729999989271164,34217.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.0729999989271164,0.0890000015497207,0.0729999989271164,0.0731000006198883,59761.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.0764999985694885,0.0879999995231628,0.0729999989271164,0.0806000009179115,51257.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.0878999978303909,0.0878999978303909,0.0732999965548515,0.0847499966621398,12566.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,0.0874999985098838,0.0930000022053718,0.0710000023245811,0.0895000025629997,546563.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,0.0729999989271164,0.0890000015497207,0.0729999989271164,0.0775000005960464,27319.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,0.0752499997615814,0.0799999982118606,0.0680000036954879,0.0680000036954879,477978.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,0.0671999976038932,0.0710000023245811,0.0671999976038932,0.0671999976038932,53210.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,0.0671999976038932,0.0839999988675117,0.0671999976038932,0.0755399987101554,40251.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,0.0749000012874603,0.0769999995827674,0.0684999972581863,0.0689999982714653,73582.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,0.0729999989271164,0.0879999995231628,0.0689999982714653,0.0689999982714653,813580.0,,,,,,,,,,
