Date,Open,High,Low,Close,Volume,"('Adj Close', 'LLY')","('Close', 'LLY')","('High', 'LLY')","('Low', 'LLY')","('Open', 'LLY')","('Volume', 'LLY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,580.4099731445312,592.719970703125,579.0499877929688,592.2000122070312,3226700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,600.0,619.8400268554688,598.7999877929688,617.7000122070312,5130300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,625.260009765625,636.4099731445312,613.27001953125,614.5,6272500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,614.0,619.9400024414062,610.1900024414062,618.5499877929688,2402500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,622.4299926757812,626.0599975585938,609.5900268554688,626.030029296875,2453900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,630.1099853515625,634.4199829101562,623.719970703125,625.47998046875,2918900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,628.489990234375,637.0499877929688,625.760009765625,630.1900024414062,2679100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,634.3900146484375,639.760009765625,628.1400146484375,635.719970703125,2690300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,638.2000122070312,644.0,633.010009765625,642.9199829101562,2066400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,643.9099731445312,647.72998046875,633.6699829101562,634.5700073242188,2413600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,639.4500122070312,640.52001953125,625.1900024414062,628.9099731445312,2124100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,621.280029296875,623.8800048828125,612.7000122070312,623.3499755859375,3385000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,622.3900146484375,629.5900268554688,620.0,628.5800170898438,3120500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,630.0,632.6400146484375,625.0,630.8800048828125,2030200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,627.6900024414062,630.0,614.8200073242188,629.6799926757812,2525000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,633.52001953125,643.1699829101562,632.0,633.7000122070312,2276900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,627.3699951171875,632.6099853515625,624.6799926757812,627.6199951171875,2407900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,637.3499755859375,639.5999755859375,630.5,639.25,2410300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,641.5,645.6500244140625,639.77001953125,645.0,2718500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,645.7000122070312,646.7999877929688,641.0,644.97998046875,2006100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,650.3800048828125,663.5499877929688,637.0,645.6099853515625,4719000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,647.3300170898438,660.52001953125,643.1699829101562,660.4299926757812,2494300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,662.3800048828125,672.6199951171875,659.739990234375,667.6500244140625,3018000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,691.02001953125,711.8800048828125,682.530029296875,706.2000122070312,7602400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,742.0,742.0,691.0999755859375,705.030029296875,8187300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,710.3800048828125,740.989990234375,707.02001953125,725.3800048828125,5798000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,728.3200073242188,741.0,725.75,735.6799926757812,4636900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,735.5,745.7000122070312,733.6099853515625,740.1599731445312,2833900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,740.7999877929688,740.7999877929688,726.4500122070312,737.260009765625,2932300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,730.1799926757812,742.97998046875,730.1799926757812,742.969970703125,2860300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,745.8200073242188,764.0499877929688,745.0,757.3099975585938,3394300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,755.7999877929688,762.989990234375,750.010009765625,757.780029296875,2507000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,771.030029296875,794.469970703125,763.5,782.0599975585938,5000700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,790.0,793.3800048828125,753.2000122070312,755.6599731445312,4701100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,738.0800170898438,749.5,733.239990234375,745.9099731445312,3548700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,763.5800170898438,775.1199951171875,756.27001953125,769.6400146484375,3167400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,774.0,777.6500244140625,762.260009765625,769.5399780273438,2394800.0,,,,,,,,,,
