Date,Open,High,Low,Close,Volume,"('Adj Close', 'GNLN')","('Close', 'GNLN')","('High', 'GNLN')","('Low', 'GNLN')","('Open', 'GNLN')","('Volume', 'GNLN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.71999979019165,5.71999979019165,5.389999866485596,5.455999851226807,2791.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.412000179290772,5.478000164031982,4.949999809265137,5.478000164031982,3445.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.5,5.65399980545044,5.059999942779541,5.379000186920166,1900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.412000179290772,5.434000015258789,5.28000020980835,5.434000015258789,1191.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.389999866485596,5.610000133514404,5.28000020980835,5.511000156402588,5245.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.610000133514404,5.994999885559082,5.5,5.994999885559082,4955.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.71999979019165,6.027999877929688,5.5,5.994999885559082,6155.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.610000133514404,5.885000228881836,5.28000020980835,5.829999923706055,3273.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.389999866485596,5.829999923706055,5.389999866485596,5.829999923706055,4273.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.610000133514404,5.829999923706055,5.28000020980835,5.28000020980835,7064.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.5,5.5,4.949999809265137,5.335000038146973,4436.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.104000091552734,5.236000061035156,4.9720001220703125,5.236000061035156,4145.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.28000020980835,5.488999843597412,4.949999809265137,5.048999786376953,2273.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.389999866485596,5.389999866485596,4.949999809265137,5.224999904632568,3164.0,,,,,,,,,,
