Date,Open,High,Low,Close,Volume,"('Adj Close', 'PBYI')","('Close', 'PBYI')","('High', 'PBYI')","('Low', 'PBYI')","('Open', 'PBYI')","('Volume', 'PBYI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.340000152587891,4.579999923706055,4.119999885559082,4.53000020980835,331000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.550000190734863,4.769999980926514,4.340000152587891,4.389999866485596,590700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.380000114440918,4.460000038146973,4.239999771118164,4.289999961853027,511000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.25,4.730000019073486,4.159999847412109,4.690000057220459,421400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.769999980926514,4.900000095367432,4.519999980926514,4.820000171661377,580800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.820000171661377,4.889999866485596,4.579999923706055,4.78000020980835,322400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.800000190734863,4.900000095367432,4.690000057220459,4.78000020980835,248400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.769999980926514,4.769999980926514,4.510000228881836,4.559999942779541,253000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.559999942779541,4.989999771118164,4.559999942779541,4.949999809265137,369800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.940000057220459,5.670000076293945,4.940000057220459,5.440000057220459,1154100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.579999923706055,5.579999923706055,4.889999866485596,4.980000019073486,664000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.0,5.139999866485596,4.909999847412109,5.119999885559082,550400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.159999847412109,5.159999847412109,4.599999904632568,4.710000038146973,749500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.739999771118164,5.050000190734863,4.71999979019165,4.980000019073486,456900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.050000190734863,5.079999923706055,4.880000114440918,5.010000228881836,275600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.099999904632568,5.099999904632568,4.929999828338623,5.0,226700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.099999904632568,5.099999904632568,4.860000133514404,4.949999809265137,261800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.949999809265137,5.03000020980835,4.78000020980835,4.869999885559082,162200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.880000114440918,5.019999980926514,4.789999961853027,4.980000019073486,268000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.909999847412109,4.909999847412109,4.679999828338623,4.760000228881836,217400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.760000228881836,4.869999885559082,4.650000095367432,4.699999809265137,214500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.739999771118164,4.980000019073486,4.739999771118164,4.889999866485596,277100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.869999885559082,4.869999885559082,4.679999828338623,4.71999979019165,222200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.699999809265137,4.920000076293945,4.53000020980835,4.880000114440918,380300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.869999885559082,5.050000190734863,4.809999942779541,5.019999980926514,393500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.0,5.079999923706055,4.900000095367432,5.039999961853027,364500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.090000152587891,5.599999904632568,5.059999942779541,5.409999847412109,552500.0,,,,,,,,,,
