Date,Open,High,Low,Close,Volume,"('Adj Close', 'SBT')","('Close', 'SBT')","('High', 'SBT')","('Low', 'SBT')","('Open', 'SBT')","('Volume', 'SBT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.730000019073486,5.769999980926514,5.684999942779541,5.690000057220459,16200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.71999979019165,5.71999979019165,5.449999809265137,5.489999771118164,24100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.559999942779541,5.559999942779541,5.375,5.380000114440918,21900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.340000152587891,5.53000020980835,5.28000020980835,5.360000133514404,20400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.409999847412109,5.409999847412109,5.239999771118164,5.340000152587891,12900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.260000228881836,5.269999980926514,5.099999904632568,5.139999866485596,21200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.119999885559082,5.28000020980835,5.110000133514404,5.260000228881836,23900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.269999980926514,5.269999980926514,5.164999961853027,5.25,25200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.309999942779541,5.489999771118164,5.300000190734863,5.320000171661377,22300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.320000171661377,5.320000171661377,5.239999771118164,5.25,18200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.260000228881836,5.389999866485596,5.21999979019165,5.230000019073486,13900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.21999979019165,5.260000228881836,5.21999979019165,5.260000228881836,22300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.300000190734863,5.420000076293945,5.199999809265137,5.420000076293945,194600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.420000076293945,5.474999904632568,5.420000076293945,5.449999809265137,15500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.5,5.5,5.260000228881836,5.269999980926514,125700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.409999847412109,5.449999809265137,5.349999904632568,5.440000057220459,22800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.5,5.5,5.369999885559082,5.420000076293945,33300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.480000019073486,5.480000019073486,5.340000152587891,5.340000152587891,15000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.35099983215332,5.5,5.296999931335449,5.46999979019165,153900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.460000038146973,5.610000133514404,5.460000038146973,5.559999942779541,17900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.590000152587891,5.599999904632568,5.400000095367432,5.409999847412109,18300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.329999923706055,5.429999828338623,5.230000019073486,5.360000133514404,40200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.269999980926514,5.389999866485596,5.230000019073486,5.260000228881836,16700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.210000038146973,5.210000038146973,4.880000114440918,5.0,279800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.940000057220459,5.050000190734863,4.909999847412109,5.050000190734863,42500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.039999961853027,5.070000171661377,4.869999885559082,5.050000190734863,54300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.059999942779541,5.110000133514404,4.974999904632568,5.079999923706055,17300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.079999923706055,5.179999828338623,5.050000190734863,5.150000095367432,24300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.179999828338623,5.39300012588501,5.179999828338623,5.300000190734863,40500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.179999828338623,5.210000038146973,5.079999923706055,5.199999809265137,73800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.295000076293945,5.295000076293945,5.199999809265137,5.269999980926514,20300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.310999870300293,5.409999847412109,5.300000190734863,5.329999923706055,35400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.329999923706055,5.329999923706055,5.269999980926514,5.28000020980835,16200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.210000038146973,5.329999923706055,5.110000133514404,5.139999866485596,31800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.170000076293945,5.199999809265137,5.110000133514404,5.150000095367432,23000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.119999885559082,5.139999866485596,5.039999961853027,5.070000171661377,68900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.11299991607666,5.130000114440918,5.054999828338623,5.070000171661377,7700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.099999904632568,5.099999904632568,4.980000019073486,4.989999771118164,13900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.0,5.070000171661377,5.0,5.025000095367432,20100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.0,5.03000020980835,4.960000038146973,4.960000038146973,19100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.039999961853027,5.090000152587891,5.010000228881836,5.039999961853027,14600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.010000228881836,5.079999923706055,5.010000228881836,5.010000228881836,19700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,5.021999835968018,5.050000190734863,5.019999980926514,5.050000190734863,10600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.059999942779541,5.090000152587891,4.960000038146973,5.010000228881836,116600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,5.010000228881836,5.050000190734863,4.929999828338623,4.989999771118164,40200.0,,,,,,,,,,
