Date,Open,High,Low,Close,Volume,"('Adj Close', 'DXLG')","('Close', 'DXLG')","('High', 'DXLG')","('Low', 'DXLG')","('Open', 'DXLG')","('Volume', 'DXLG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.400000095367432,4.579999923706055,4.320000171661377,4.329999923706055,591300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.300000190734863,4.400000095367432,4.070000171661377,4.079999923706055,406200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.099999904632568,4.130000114440918,3.990000009536743,4.090000152587891,322500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.039999961853027,4.179999828338623,3.9800000190734863,4.0,877800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.0,4.25,3.990000009536743,4.139999866485596,768900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.039999961853027,4.150000095367432,4.0,4.119999885559082,417100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.090000152587891,4.179999828338623,4.050000190734863,4.059999942779541,248800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.090000152587891,4.090000152587891,3.950000047683716,4.019999980926514,355600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.059999942779541,4.130000114440918,3.940000057220459,4.010000228881836,471200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.950000047683716,4.059999942779541,3.940000057220459,4.039999961853027,306500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.9700000286102295,4.090000152587891,3.9700000286102295,4.059999942779541,374500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.059999942779541,4.119999885559082,3.940000057220459,4.110000133514404,572300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.130000114440918,4.179999828338623,4.039999961853027,4.119999885559082,453300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.139999866485596,4.25,4.079999923706055,4.21999979019165,308500.0,,,,,,,,,,
