Date,Open,High,Low,Close,Volume,"('Adj Close', 'NXPI')","('Close', 'NXPI')","('High', 'NXPI')","('Low', 'NXPI')","('Open', 'NXPI')","('Volume', 'NXPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,227.25999450683597,227.25999450683597,218.57000732421875,221.17999267578125,2668500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,217.5800018310547,218.25,214.0800018310547,216.0800018310547,1923900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,204.30999755859372,210.5399932861328,204.1199951171875,207.75999450683597,3880700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,207.9900054931641,208.9600067138672,204.66000366210935,205.72000122070312,2245300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,207.3000030517578,213.02999877929688,207.25999450683597,212.1699981689453,1923600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,208.1300048828125,213.07000732421875,207.72000122070312,211.7100067138672,2023300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,211.8600006103516,212.50999450683597,207.17999267578125,211.2899932861328,1759400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,210.9900054931641,212.4900054931641,207.30999755859372,211.4900054931641,2138900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,211.3000030517578,212.2100067138672,207.57000732421875,209.1100006103516,1247700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,210.69000244140625,211.72000122070312,206.30999755859372,208.9900054931641,1749600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,205.92999267578125,206.0,201.5800018310547,205.47999572753903,2146700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,210.7100067138672,212.67999267578125,208.9600067138672,211.6100006103516,3148700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,213.33999633789065,219.4499969482422,212.4600067138672,218.3600006103516,2749800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,219.6300048828125,223.0,217.3500061035156,218.83999633789065,2445200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,220.3500061035156,224.8699951171875,219.4499969482422,223.92999267578125,2485100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,222.72999572753903,224.8699951171875,219.6499938964844,221.69000244140625,2798800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,222.9900054931641,223.88999938964844,217.8300018310547,219.41000366210935,2552700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,218.1199951171875,218.9499969482422,214.3600006103516,215.1199951171875,2424400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,216.92999267578125,217.57000732421875,213.2899932861328,217.47000122070312,1828000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,215.5500030517578,217.25,214.22999572753903,215.1699981689453,1708200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,212.8800048828125,215.32000732421875,209.75,210.57000732421875,3150700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,211.69000244140625,214.0399932861328,209.44000244140625,213.00999450683597,1968600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,210.16000366210935,215.55999755859372,209.8600006103516,214.9900054931641,2135900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,218.3600006103516,223.4199981689453,218.0,221.0200042724609,4119400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,220.97999572753903,225.4199981689453,218.83999633789065,223.0,3949300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,225.0,225.0,218.6100006103516,221.3699951171875,2789000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,221.44000244140625,228.8500061035156,221.44000244140625,227.8300018310547,2815200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,229.8699951171875,233.66000366210935,228.3300018310547,233.5500030517578,2621400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,234.0,241.25999450683597,233.1000061035156,236.67999267578125,2787800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,230.1000061035156,234.22999572753903,228.1000061035156,232.07000732421875,2723700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,233.9600067138672,235.4600067138672,232.42999267578125,233.9600067138672,1824900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,235.4199981689453,238.1300048828125,234.02999877929688,234.4900054931641,2078400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,234.5,236.69000244140625,231.3000030517578,232.16000366210935,1476100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,230.0,232.1999969482422,227.30999755859372,231.3500061035156,2140300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,230.0200042724609,235.3500061035156,229.6699981689453,235.32000732421875,1641100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,241.47000122070312,242.3999938964844,237.1100006103516,239.5,3173300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,240.82000732421875,241.3300018310547,237.5,238.8500061035156,1817800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,240.3600006103516,245.0,240.1499938964844,243.7899932861328,1596000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,245.8800048828125,252.8300018310547,245.0,245.72999572753903,2438300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,243.1100006103516,245.8699951171875,242.0,243.97999572753903,1489200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,247.94000244140625,250.3000030517578,245.66000366210935,249.72999572753903,3374700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,251.8800048828125,259.0799865722656,250.2899932861328,257.510009765625,2444700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,259.489990234375,259.489990234375,253.72999572753903,254.3000030517578,2667600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,251.7100067138672,254.27999877929688,246.7899932861328,248.4600067138672,2319800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,252.07000732421875,255.3600006103516,250.33999633789065,251.25,2527800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,253.72000122070312,264.260009765625,253.1699981689453,259.0400085449219,2942200.0,,,,,,,,,,
