Date,Open,High,Low,Close,Volume,"('Adj Close', 'HSY')","('Close', 'HSY')","('High', 'HSY')","('Low', 'HSY')","('Open', 'HSY')","('Volume', 'HSY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,185.52999877929688,192.22999572753903,185.4499969482422,192.02999877929688,2359100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,192.5,194.3500061035156,191.3699951171875,191.83999633789065,2370500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,191.6499938964844,195.6499938964844,190.3300018310547,190.5,1925000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,190.0200042724609,190.7899932861328,186.97999572753903,187.63999938964844,1237800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,187.6999969482422,191.52999877929688,187.6999969482422,191.4499969482422,1650900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,191.0200042724609,193.1499938964844,189.75,193.08999633789065,1434200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,193.25,194.5800018310547,189.5500030517578,189.63999938964844,1611600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,189.1199951171875,190.66000366210935,187.5,190.41000366210935,1284900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,193.1300048828125,194.7100067138672,190.1999969482422,190.63999938964844,1629800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,191.16000366210935,193.6699981689453,190.44000244140625,191.52999877929688,1617400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,191.16000366210935,193.47999572753903,190.75999450683597,191.5399932861328,1428100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,191.3800048828125,191.6199951171875,188.2400054931641,191.47000122070312,1815000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,191.5800018310547,191.8500061035156,188.6000061035156,190.4600067138672,1285700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,190.2700042724609,190.2700042724609,187.75,188.25999450683597,1142900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,188.97000122070312,192.57000732421875,188.8000030517578,192.02999877929688,1314900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,191.42999267578125,191.42999267578125,189.25,189.30999755859372,1403900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,188.83999633789065,190.41000366210935,187.3300018310547,189.3600006103516,1401200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,189.6100006103516,191.4199981689453,189.6100006103516,190.2100067138672,1111100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,193.2899932861328,194.6300048828125,191.1300048828125,192.7899932861328,1679000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,192.9900054931641,197.58999633789065,192.6100006103516,197.3800048828125,2355600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,197.0,197.2100067138672,193.3800048828125,193.5399932861328,2147700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,192.77999877929688,198.52999877929688,190.88999938964844,198.42999267578125,1776400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,198.5399932861328,199.2100067138672,196.7899932861328,197.66000366210935,1761400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,196.7899932861328,199.55999755859372,196.2700042724609,196.38999938964844,1911100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,196.41000366210935,196.6000061035156,193.6100006103516,194.77999877929688,1602200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,195.3999938964844,196.3999938964844,193.7700042724609,194.25999450683597,1959300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,192.1999969482422,209.67999267578125,189.57000732421875,202.30999755859372,4712400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,201.25,201.8000030517578,194.6699981689453,195.4499969482422,3118500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,190.0,194.6199951171875,189.6000061035156,193.72000122070312,3132200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,193.5200042724609,197.42999267578125,193.5200042724609,194.83999633789065,1977500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,193.25999450683597,195.00999450683597,190.41000366210935,191.25,1610600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,192.1699981689453,194.8500061035156,192.1699981689453,192.5800018310547,1270700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,191.25,193.25999450683597,189.52999877929688,191.16000366210935,1595200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,192.3600006103516,195.1100006103516,192.2400054931641,193.57000732421875,1811400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,194.8000030517578,195.3300018310547,191.8000030517578,192.4900054931641,1244100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,191.55999755859372,193.7899932861328,187.9900054931641,193.5399932861328,1570600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,193.05999755859372,195.32000732421875,192.44000244140625,193.8300018310547,1679000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,193.9499969482422,194.67999267578125,188.6000061035156,188.6100006103516,2032900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,188.1300048828125,189.38999938964844,187.07000732421875,187.1699981689453,1905000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,187.32000732421875,187.8699951171875,184.5,186.2100067138672,1328800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,186.67999267578125,188.52999877929688,185.5,187.9199981689453,2160400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,187.8600006103516,188.5500030517578,185.83999633789065,188.0500030517578,1284000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,186.7700042724609,186.7700042724609,181.16000366210935,184.0,2729600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,184.25,188.0,184.25,187.55999755859372,1986300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,194.82000732421875,196.83999633789065,191.0500030517578,192.8300018310547,2928400.0,,,,,,,,,,
