Date,Open,High,Low,Close,Volume,"('Adj Close', 'RGR')","('Close', 'RGR')","('High', 'RGR')","('Low', 'RGR')","('Open', 'RGR')","('Volume', 'RGR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.5099983215332,45.75,44.880001068115234,45.04999923706055,118700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,45.09999847412109,45.09999847412109,44.29999923706055,44.38999938964844,117900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,44.43000030517578,44.52999877929688,43.959999084472656,44.08000183105469,109400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,43.93999862670898,44.81999969482422,43.91999816894531,44.63999938964844,125000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,44.470001220703125,44.709999084472656,44.02999877929688,44.11000061035156,100500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.0,44.0,43.540000915527344,43.75,96700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.709999084472656,44.060001373291016,43.5099983215332,43.59000015258789,81600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,43.5,44.34999847412109,43.5,44.290000915527344,140300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,44.47999954223633,44.65999984741211,44.0,44.27999877929688,82800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,44.119998931884766,44.45000076293945,43.88999938964844,44.0,96500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,43.869998931884766,44.2400016784668,43.72999954223633,43.75,135100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,43.75,44.0,43.08000183105469,43.68999862670898,159800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,43.70000076293945,43.70000076293945,43.0,43.66999816894531,120500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,43.38999938964844,44.34000015258789,43.38999938964844,44.150001525878906,188600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,44.45000076293945,44.54999923706055,43.79999923706055,44.02999877929688,105000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,44.25,44.25,43.290000915527344,43.4900016784668,128200.0,,,,,,,,,,
