Date,Open,High,Low,Close,Volume,"('Adj Close', 'LSTR')","('Close', 'LSTR')","('High', 'LSTR')","('Low', 'LSTR')","('Open', 'LSTR')","('Volume', 'LSTR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,190.9600067138672,192.3999938964844,187.82000732421875,189.42999267578125,270400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,188.7700042724609,188.7700042724609,184.7899932861328,185.1000061035156,306300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,184.32000732421875,185.9600067138672,183.47999572753903,185.38999938964844,282200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,184.80999755859372,186.3500061035156,183.69000244140625,184.5,375100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,183.67999267578125,186.8000030517578,183.19000244140625,186.7700042724609,207800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,185.16000366210935,186.9499969482422,184.3699951171875,185.9199981689453,189500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,187.32000732421875,189.8600006103516,184.72000122070312,188.9900054931641,321300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,188.6300048828125,190.07000732421875,186.3500061035156,189.8300018310547,249900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,190.75,194.5399932861328,190.75,193.97000122070312,350700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,193.5500030517578,195.0800018310547,190.92999267578125,192.7400054931641,354300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,190.5200042724609,191.9600067138672,188.9600067138672,191.6999969482422,282400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,191.82000732421875,193.33999633789065,191.38999938964844,192.0800018310547,284900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,193.1699981689453,193.6100006103516,191.47999572753903,193.27999877929688,260800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,195.0200042724609,198.94000244140625,195.0200042724609,198.6000061035156,177900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,198.4900054931641,199.3000030517578,197.19000244140625,198.02999877929688,185000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,200.02999877929688,200.42999267578125,196.9499969482422,197.22999572753903,188100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,199.3300018310547,200.16000366210935,194.92999267578125,196.02999877929688,176000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,197.33999633789065,199.8999938964844,195.0800018310547,197.1100006103516,143400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,195.91000366210935,197.0500030517578,194.38999938964844,196.94000244140625,309600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,195.5200042724609,196.8699951171875,193.9499969482422,194.97999572753903,200600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,194.58999633789065,197.16000366210935,191.57000732421875,191.72000122070312,384500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,189.0,191.8800048828125,181.38999938964844,191.00999450683597,832700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,188.72999572753903,194.41000366210935,183.1499938964844,191.8800048828125,577700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,190.75999450683597,193.02999877929688,188.91000366210935,192.66000366210935,292300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,192.22999572753903,195.66000366210935,190.92999267578125,193.69000244140625,235300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,193.8300018310547,194.3699951171875,190.2700042724609,190.4499969482422,325400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,190.19000244140625,191.1499938964844,185.9900054931641,190.50999450683597,318900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,190.41000366210935,193.0399932861328,188.00999450683597,192.92999267578125,259100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,193.16000366210935,194.88999938964844,191.80999755859372,193.4499969482422,185000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,189.5800018310547,192.58999633789065,187.5,191.83999633789065,306300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,193.25,194.47999572753903,191.6699981689453,194.38999938964844,236200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,196.0,196.8300018310547,192.91000366210935,196.5399932861328,298200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,196.13999938964844,196.38999938964844,193.7899932861328,194.2100067138672,210500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,192.3600006103516,192.6499938964844,189.6699981689453,191.1000061035156,213200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,191.47999572753903,192.6199951171875,190.5,190.97999572753903,188100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,191.6499938964844,194.0200042724609,191.6499938964844,193.91000366210935,212700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,195.16000366210935,196.13999938964844,193.63999938964844,195.17999267578125,129200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,194.55999755859372,195.57000732421875,193.05999755859372,195.0200042724609,134500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,195.44000244140625,195.72999572753903,194.1999969482422,194.75,246600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,193.25,193.63999938964844,190.52999877929688,190.9600067138672,172500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,192.00999450683597,192.0200042724609,185.97000122070312,190.1999969482422,442900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,189.97000122070312,190.0,183.2899932861328,186.7400054931641,287800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,188.1000061035156,189.22000122070312,184.9600067138672,185.41000366210935,240900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,184.1699981689453,186.75,182.6100006103516,185.08999633789065,258500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,185.5500030517578,186.72999572753903,182.6100006103516,183.25999450683597,220800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,184.8800048828125,188.0399932861328,184.0,187.83999633789065,293800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,188.9900054931641,189.33999633789065,185.8800048828125,186.3699951171875,152200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,186.6300048828125,188.47999572753903,185.75,188.1100006103516,196500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,187.94000244140625,188.0200042724609,185.9600067138672,187.8500061035156,214700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,187.75999450683597,187.9199981689453,185.6100006103516,186.25,208300.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,186.1300048828125,186.38999938964844,181.9600067138672,183.5200042724609,225600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,183.08999633789065,184.44000244140625,182.1000061035156,183.6300048828125,850100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,185.02999877929688,185.07000732421875,179.72999572753906,179.9499969482422,231200.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,178.75,182.3999938964844,178.75,179.94000244140625,245300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,179.27000427246094,185.13999938964844,178.75999450683594,184.82000732421875,226500.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,184.66000366210935,187.72000122070312,184.66000366210935,187.00999450683597,170200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,187.8699951171875,187.8699951171875,184.8600006103516,185.41000366210935,185200.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,184.8999938964844,185.32000732421875,182.83999633789065,183.4199981689453,208300.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,184.0,186.2400054931641,183.6000061035156,184.7100067138672,224400.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,185.08999633789065,188.1999969482422,184.82000732421875,187.30999755859372,312300.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,187.97999572753903,193.25,187.6199951171875,192.75999450683597,392600.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,191.80999755859372,192.25,188.52999877929688,189.82000732421875,227600.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,188.5200042724609,189.00999450683597,186.0500030517578,187.6300048828125,215500.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,187.3999938964844,189.77999877929688,186.97999572753903,189.32000732421875,203500.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,189.7400054931641,191.97999572753903,187.1300048828125,188.00999450683597,197600.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,187.1699981689453,188.8999938964844,186.75999450683597,187.97000122070312,255600.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,188.1699981689453,189.2100067138672,185.52999877929688,185.6699981689453,232700.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,185.22999572753903,185.5399932861328,183.8000030517578,184.72000122070312,360600.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,181.72000122070312,182.27999877929688,178.66000366210938,178.91000366210938,263200.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,179.99000549316406,181.92999267578125,178.3800048828125,181.1999969482422,203600.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,179.64999389648438,179.88999938964844,177.13999938964844,178.91000366210938,215300.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,180.0399932861328,180.2899932861328,176.02000427246094,176.25,209500.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,175.58999633789062,175.83999633789062,174.00999450683594,174.1300048828125,245900.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,170.77000427246094,170.91000366210938,165.38999938964844,168.02999877929688,463100.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,169.22000122070312,169.42999267578125,166.5800018310547,167.10000610351562,284600.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,166.9199981689453,171.0800018310547,166.9199981689453,170.80999755859375,266200.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,171.57000732421875,173.38999938964844,170.72000122070312,171.41000366210938,286200.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,170.42999267578125,173.41000366210938,170.42999267578125,172.1199951171875,262300.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,171.3699951171875,172.52000427246094,168.47000122070312,171.10000610351562,415200.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,171.2100067138672,180.10000610351562,171.2100067138672,177.42999267578125,604500.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,176.3300018310547,178.36000061035156,175.83999633789062,177.25999450683594,313200.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,176.6699981689453,178.2100067138672,175.8000030517578,177.22999572753906,315800.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,177.1300048828125,178.47999572753906,174.2100067138672,174.41000366210938,295600.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,174.44000244140625,174.88999938964844,172.25,172.33999633789062,331000.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,174.19000244140625,178.2899932861328,172.30999755859375,177.0,347100.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,179.17999267578125,181.07000732421875,178.5399932861328,180.13999938964844,342700.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,181.3000030517578,183.19000244140625,179.82000732421875,181.38999938964844,259200.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,180.91000366210935,183.6999969482422,179.50999450683594,181.66000366210935,280000.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,180.25999450683597,181.97000122070312,179.4199981689453,179.6999969482422,255000.0,,,,,,,,,,
