Date,Open,High,Low,Close,Volume,"('Adj Close', 'TW')","('Close', 'TW')","('High', 'TW')","('Low', 'TW')","('Open', 'TW')","('Volume', 'TW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,90.5199966430664,90.84500122070312,88.48999786376953,89.2699966430664,832700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,89.54000091552734,90.08000183105467,88.62000274658203,88.97000122070312,911400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,89.9800033569336,95.41999816894533,89.7249984741211,95.0999984741211,2764400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.4499969482422,96.0999984741211,92.7699966430664,93.0,1682400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,94.58999633789062,95.9749984741211,93.80999755859376,95.3000030517578,1604300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.66999816894533,94.9800033569336,93.1999969482422,93.3000030517578,1101600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.87000274658205,94.68000030517578,93.0500030517578,93.8499984741211,1558300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.0,95.4250030517578,93.70999908447266,95.0500030517578,1309100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,96.0,97.0,95.5,95.91000366210938,921400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,95.58000183105467,96.87000274658205,95.0,95.68000030517578,782900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,95.0,95.80999755859376,94.30999755859376,95.2300033569336,654900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,95.8499984741211,98.05999755859376,95.3550033569336,98.02999877929688,1599600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,98.5999984741211,99.23500061035156,97.69000244140624,97.9499969482422,929500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,98.51000213623048,99.29000091552734,97.8949966430664,98.08000183105467,784700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,98.08000183105467,98.13999938964844,96.87999725341795,97.77999877929688,728600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.0999984741211,98.62999725341795,96.94000244140624,97.81999969482422,545300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,98.08000183105467,98.41000366210938,96.55999755859376,98.27999877929688,913900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,98.3000030517578,98.48799896240234,97.48500061035156,97.83000183105467,439900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,98.02999877929688,100.23999786376952,97.66100311279295,99.0199966430664,901700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,98.79000091552734,99.98999786376952,98.36000061035156,98.37000274658205,988400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,98.01000213623048,98.91999816894533,95.01000213623048,95.38999938964844,1231300.0,,,,,,,,,,
