Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACN')","('Close', 'ACN')","('High', 'ACN')","('Low', 'ACN')","('Open', 'ACN')","('Volume', 'ACN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,348.19000244140625,350.29998779296875,345.2900085449219,346.9200134277344,2319500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,342.5299987792969,343.7699890136719,337.5299987792969,337.9200134277344,3060900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,337.9200134277344,339.79998779296875,336.5299987792969,337.0899963378906,2750600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,338.0,339.75,335.5400085449219,336.6199951171875,1510800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,335.0,340.4700012207031,335.0,340.3500061035156,1909500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,339.2699890136719,342.760009765625,338.0299987792969,342.75,1625900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,344.5799865722656,345.6300048828125,342.7799987792969,345.3299865722656,1569100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,343.5,348.42999267578125,343.04998779296875,347.9700012207031,1785800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,350.0,357.6600036621094,348.7099914550781,356.3299865722656,2405900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,352.3699951171875,356.4800109863281,351.1099853515625,354.5599975585937,2097500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,351.8099975585937,357.3299865722656,351.8099975585937,353.6499938964844,1917100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,356.0199890136719,359.7799987792969,355.1700134277344,359.54998779296875,2064100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,361.5299987792969,364.8200073242188,360.1199951171875,363.8999938964844,2506200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,364.0,368.6499938964844,363.5,367.2099914550781,2302500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,367.3599853515625,370.0,365.6400146484375,369.8599853515625,1693100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,371.0,372.239990234375,367.8299865722656,368.8999938964844,2250100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,372.3800048828125,375.7300109863281,370.1199951171875,371.9400024414063,2227400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,371.9200134277344,374.1400146484375,369.80999755859375,371.0700073242188,1404800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,370.5199890136719,375.4299926757813,370.0799865722656,373.3500061035156,1683100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,374.0,375.25,370.9800109863281,371.2999877929688,1849500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,371.0,372.7200012207031,363.4400024414063,363.8800048828125,2320100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,364.0,371.2099914550781,363.4500122070313,370.9100036621094,1500000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,372.1900024414063,374.80999755859375,369.4800109863281,372.9500122070313,1590500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,372.5,374.0,369.0700073242188,370.3399963378906,1787300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,370.5199890136719,371.7099914550781,362.3999938964844,364.7000122070313,4012000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,365.0,369.9200134277344,364.1199951171875,366.6499938964844,2531800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,367.6799926757813,369.4700012207031,366.9200134277344,368.4800109863281,1679800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,369.25,372.4800109863281,367.9500122070313,371.6700134277344,1482600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,369.489990234375,370.3999938964844,366.1799926757813,367.4299926757813,1325000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,361.4100036621094,365.760009765625,360.0,362.80999755859375,1696900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,366.239990234375,371.1900024414063,366.239990234375,370.9800109863281,2114600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,372.5899963378906,374.55999755859375,370.1400146484375,371.510009765625,2358800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,372.2999877929688,373.4299926757813,368.3500061035156,369.4800109863281,2410200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,369.8800048828125,370.0,361.4400024414063,362.9500122070313,1631000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,360.3399963378906,362.3800048828125,358.9700012207031,360.9100036621094,1758000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,369.7200012207031,372.1900024414063,368.3999938964844,371.30999755859375,1614600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,373.989990234375,377.9700012207031,372.8299865722656,377.3200073242188,1614500.0,,,,,,,,,,
