Date,Open,High,Low,Close,Volume,"('Adj Close', 'CMTL')","('Close', 'CMTL')","('High', 'CMTL')","('Low', 'CMTL')","('Open', 'CMTL')","('Volume', 'CMTL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.390000343322754,8.550000190734863,8.069999694824219,8.109999656677246,398000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.079999923706055,8.65999984741211,7.949999809265137,8.609999656677246,635800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.670000076293945,8.670000076293945,8.300000190734863,8.300000190734863,282000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.279999732971191,8.359999656677246,8.15999984741211,8.210000038146973,207500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.229999542236328,8.369999885559082,8.149999618530273,8.289999961853027,255900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.1899995803833,8.289999961853027,8.050000190734863,8.119999885559082,165700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.130000114440918,8.260000228881836,8.069999694824219,8.140000343322754,167700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.130000114440918,8.149999618530273,7.730000019073486,7.75,249700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.789999961853027,8.069999694824219,7.769999980926514,7.960000038146973,230700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.900000095367432,7.929999828338623,7.730000019073486,7.75,309200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.630000114440918,7.630000114440918,7.119999885559082,7.170000076293945,333800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.159999847412109,7.190000057220459,6.710000038146973,6.789999961853027,770300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.820000171661377,6.820000171661377,6.519999980926514,6.730000019073486,325300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.760000228881836,8.180000305175781,6.739999771118164,7.760000228881836,882200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.760000228881836,7.769999980926514,7.289999961853027,7.380000114440918,339300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.449999809265137,7.679999828338623,7.130000114440918,7.150000095367432,298300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.199999809265137,7.409999847412109,7.070000171661377,7.260000228881836,228000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.300000190734863,7.460000038146973,7.099999904632568,7.099999904632568,145400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.079999923706055,7.079999923706055,6.860000133514404,6.909999847412109,170800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.900000095367432,6.96999979019165,6.599999904632568,6.789999961853027,297700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.760000228881836,6.760000228881836,6.309999942779541,6.329999923706055,224500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.920000076293945,7.130000114440918,6.210000038146973,6.510000228881836,726500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.440000057220459,6.440000057220459,6.119999885559082,6.239999771118164,300200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.25,6.28000020980835,5.940000057220459,6.139999866485596,224000.0,,,,,,,,,,
