Date,Open,High,Low,Close,Volume,"('Adj Close', 'AL')","('Close', 'AL')","('High', 'AL')","('Low', 'AL')","('Open', 'AL')","('Volume', 'AL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.540000915527344,41.93999862670898,41.02999877929688,41.13999938964844,609200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.43999862670898,40.880001068115234,39.369998931884766,39.41999816894531,928800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.459999084472656,40.119998931884766,39.40999984741211,39.86000061035156,842600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.7400016784668,40.7400016784668,39.7400016784668,40.25,1030700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.09999847412109,40.58000183105469,39.790000915527344,40.52000045776367,652000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.97999954223633,40.2599983215332,39.88999938964844,40.02999877929688,389200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.41999816894531,40.72999954223633,40.29999923706055,40.540000915527344,558300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.31999969482422,40.65999984741211,39.93000030517578,40.63999938964844,404300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.84999847412109,41.09000015258789,39.869998931884766,39.88999938964844,459500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.54999923706055,39.77000045776367,39.150001525878906,39.7599983215332,547500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.18000030517578,39.9900016784668,39.18000030517578,39.86000061035156,707800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.18000030517578,40.33000183105469,39.59000015258789,39.77000045776367,611500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.84999847412109,40.43000030517578,39.4900016784668,40.43000030517578,384200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.59000015258789,41.06999969482422,40.540000915527344,41.040000915527344,485000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,41.400001525878906,41.66999816894531,41.18000030517578,41.459999084472656,908000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.970001220703125,41.970001220703125,41.13999938964844,41.15999984741211,481800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.79999923706055,42.900001525878906,41.7400016784668,42.41999816894531,1087300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,42.52999877929688,42.93999862670898,42.31999969482422,42.65999984741211,901400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,42.75,43.15999984741211,42.2599983215332,43.11000061035156,960400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,42.91999816894531,43.43000030517578,42.91999816894531,43.13999938964844,482100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,43.119998931884766,43.52999877929688,41.7599983215332,41.810001373291016,945500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,42.400001525878906,42.97999954223633,41.90999984741211,42.84999847412109,622600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,42.470001220703125,43.119998931884766,42.25,43.0,456400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,42.5,42.5,41.97999954223633,42.290000915527344,427700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,42.27000045776367,42.880001068115234,42.119998931884766,42.5099983215332,616900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,42.65999984741211,42.66999816894531,42.18000030517578,42.560001373291016,464400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,42.43000030517578,42.70000076293945,41.83000183105469,41.84999847412109,1136700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,41.91999816894531,42.11000061035156,41.63999938964844,42.02000045776367,660100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,42.02000045776367,42.709999084472656,42.02000045776367,42.54999923706055,423800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,41.34000015258789,41.54999923706055,40.810001373291016,41.369998931884766,572000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,41.91999816894531,42.31999969482422,41.45000076293945,42.290000915527344,806700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,42.56999969482422,43.29999923706055,42.540000915527344,43.130001068115234,924400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,42.84999847412109,43.06999969482422,40.95000076293945,41.06999969482422,1573100.0,,,,,,,,,,
