Date,Open,High,Low,Close,Volume,"('Adj Close', 'LZB')","('Close', 'LZB')","('High', 'LZB')","('Low', 'LZB')","('Open', 'LZB')","('Volume', 'LZB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.59000015258789,36.959999084472656,36.33000183105469,36.75,301400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,36.380001068115234,36.7400016784668,36.06999969482422,36.25,396800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,36.400001525878906,36.68000030517578,36.2599983215332,36.43000030517578,287100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.08000183105469,36.68000030517578,36.02000045776367,36.16999816894531,321800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.2599983215332,36.75,36.2599983215332,36.709999084472656,255500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,36.34999847412109,36.84999847412109,36.16999816894531,36.77000045776367,301800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,36.84999847412109,37.09999847412109,36.7400016784668,36.95000076293945,234700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,36.7599983215332,36.810001373291016,36.18999862670898,36.369998931884766,313100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,36.68000030517578,36.77999877929688,35.86000061035156,36.15999984741211,187500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,35.91999816894531,35.91999816894531,34.63999938964844,34.86000061035156,313700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.47999954223633,35.06999969482422,34.16999816894531,34.54999923706055,316100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,34.880001068115234,34.90999984741211,33.88999938964844,34.47999954223633,323300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.560001373291016,34.91999816894531,33.9900016784668,34.880001068115234,247500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,35.220001220703125,35.81999969482422,35.209999084472656,35.720001220703125,363600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,36.0,36.2400016784668,35.33000183105469,35.349998474121094,487700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,35.77000045776367,35.790000915527344,34.97999954223633,35.2599983215332,234500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,35.59000015258789,35.9900016784668,35.2599983215332,35.939998626708984,250600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,36.18000030517578,36.470001220703125,35.880001068115234,35.970001220703125,203300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,36.0,36.0,35.59000015258789,35.790000915527344,198600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,35.56999969482422,35.91999816894531,35.4900016784668,35.86000061035156,186100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,35.849998474121094,35.90999984741211,34.75,34.810001373291016,291200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,35.099998474121094,35.349998474121094,34.4900016784668,35.33000183105469,218200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,34.77000045776367,35.88999938964844,34.29999923706055,35.650001525878906,260000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.040000915527344,35.630001068115234,34.900001525878906,35.4900016784668,265200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,35.43000030517578,36.040000915527344,35.43000030517578,35.90999984741211,205100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,35.79999923706055,36.88999938964844,35.220001220703125,36.7599983215332,482000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.79999923706055,37.7599983215332,36.75,37.650001525878906,407500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,37.5,38.16999816894531,37.02000045776367,38.130001068115234,383600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,38.43999862670898,39.869998931884766,38.38999938964844,38.90999984741211,483300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,37.540000915527344,37.900001525878906,36.70000076293945,37.13999938964844,562200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,37.68000030517578,38.18999862670898,37.209999084472656,37.84000015258789,407200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,38.18999862670898,38.5099983215332,37.810001373291016,38.43999862670898,392500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,37.88999938964844,38.22999954223633,37.650001525878906,38.02999877929688,304700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,37.65999984741211,38.22999954223633,37.5,37.75,418700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,36.38999938964844,37.0,34.56999969482422,36.08000183105469,636500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,35.869998931884766,36.4900016784668,35.459999084472656,35.79999923706055,446100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,36.060001373291016,36.970001220703125,35.77000045776367,36.93000030517578,368100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,36.65999984741211,37.22999954223633,36.34999847412109,36.5099983215332,449100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,36.79999923706055,37.880001068115234,36.79999923706055,37.84000015258789,517300.0,,,,,,,,,,
