Date,Open,High,Low,Close,Volume,"('Adj Close', 'DDD')","('Close', 'DDD')","('High', 'DDD')","('Low', 'DDD')","('Open', 'DDD')","('Volume', 'DDD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.199999809265137,6.360000133514404,6.110000133514404,6.150000095367432,1481600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.989999771118164,5.989999771118164,5.550000190734863,5.559999942779541,2377100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.559999942779541,5.699999809265137,5.5,5.610000133514404,2026100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.53000020980835,5.800000190734863,5.480000019073486,5.619999885559082,1330900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.599999904632568,5.860000133514404,5.53000020980835,5.789999961853027,1157900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.659999847412109,5.880000114440918,5.599999904632568,5.760000228881836,1207200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.71999979019165,5.71999979019165,5.340000152587891,5.579999923706055,2501200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.5,5.599999904632568,5.289999961853027,5.5,1550300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.269999980926514,5.550000190734863,5.170000076293945,5.190000057220459,1863000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.099999904632568,5.099999904632568,4.849999904632568,4.860000133514404,1638400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.690000057220459,4.760000228881836,4.559999942779541,4.699999809265137,2166800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.769999980926514,4.849999904632568,4.710000038146973,4.820000171661377,1299800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.860000133514404,4.920000076293945,4.690000057220459,4.889999866485596,1104000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.96999979019165,5.320000171661377,4.960000038146973,5.150000095367432,1925900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.289999961853027,5.360000133514404,5.110000133514404,5.159999847412109,1528500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.300000190734863,5.329999923706055,4.929999828338623,4.980000019073486,1050900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.090000152587891,5.119999885559082,4.920000076293945,5.079999923706055,839800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.130000114440918,5.230000019073486,5.050000190734863,5.059999942779541,718600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.039999961853027,5.21999979019165,4.960000038146973,5.170000076293945,1825000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.050000190734863,5.070000171661377,4.820000171661377,4.940000057220459,2122100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.920000076293945,5.170000076293945,4.78000020980835,4.789999961853027,1370600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.849999904632568,4.989999771118164,4.800000190734863,4.869999885559082,1716800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.769999980926514,4.880000114440918,4.639999866485596,4.809999942779541,1024800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.690000057220459,4.699999809265137,4.559999942779541,4.610000133514404,926000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.599999904632568,4.820000171661377,4.579999923706055,4.769999980926514,1340300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.769999980926514,4.929999828338623,4.639999866485596,4.760000228881836,1067300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.730000019073486,4.920000076293945,4.659999847412109,4.880000114440918,708000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.889999866485596,4.989999771118164,4.860000133514404,4.949999809265137,787600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.960000038146973,5.159999847412109,4.940000057220459,5.090000152587891,1593600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.070000171661377,5.360000133514404,4.929999828338623,4.960000038146973,2642600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.110000133514404,5.449999809265137,5.059999942779541,5.440000057220459,1820500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.489999771118164,5.75,5.480000019073486,5.75,1766000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.619999885559082,5.670000076293945,5.46999979019165,5.5,1530200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.340000152587891,5.380000114440918,5.150000095367432,5.190000057220459,1099700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.079999923706055,5.119999885559082,5.0,5.099999904632568,1000900.0,,,,,,,,,,
